REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,closed,2019-01-05 08:38:05,796.05,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,reopened,2019-01-05 08:38:59,0.9,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,5,2019-01-04 19:22:02,19.08,1,,,"b'b"" I may have misunderstood your question though \\xf0\\x9f\\xa4\\x94 sorry... Do you want to wrap the code chunk and not the result ?  For doing that", this is the same approach but using output hook. (same [doc]()) {r setup, include = FALSE} library(knitr) # the default output hook hook_source = knit_hooks$get(\'source\') knit_hooks$set(source = function(x, options) { if(isTRUE(options$)) x = strwrap(x) hook_source(x, options) })  {bash, eval = FALSE} less ~/ | grep -w BRAF | head -n1 | cut -f 4 | grep -f ~/  {bash, eval = FALSE," =TRUE} less ~/ | grep -w BRAF | head -n1 | cut -f 4 | grep -f ~/  ""'",,,,,,,,,,,,,,,,,
knitr,1653,closed,6,2019-01-04 19:22:02,859.32,,,1,"b'b"" OH That\'s just what I need! Thanks very much for your demonstration. This is really helpful! Before seeing your replies"," I modified the engine.R in your package and wrote a small function to wrap the source code. But yours is much more flexible. I can do more to the hooks! Appreciate!! Rui""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,7,2019-01-04 19:22:02,1.65,,,1,"b""b' When using the hook to wrap the source"," how can I control the length of each line? I think the answer should be in the doc but please give me a quick answer before I go into the details of hooks.  Thanks! :)'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,8,2019-01-04 19:22:02,359.27,,1,,"b""b' I have figured how to set the width for each chunk. I post it here if someone else want to have a check:   '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,9,2019-01-04 19:22:02,76.77,,,1,"b""b' Glad it works for you. I think I can close it now.  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,closed,2019-01-08 06:34:10,1315.18,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,-,-,-,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,opened,2019-01-07 19:59:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,title,2019-01-07 19:59:30,00:00,,1,,"b""b' kable -added a argument that allows specifying a LaTeX refe\\xe2\\x80\\xa6'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,body,2019-01-07 19:59:30,00:00,,1,,"b""b'   -added a label argument that allows specifying a tex reference label for standalone use. Argument is ignored if used within RMarkdown.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,closed,2019-01-11 20:11:40,12.17,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,1,2019-01-07 19:59:30,20.45,,1,,"b""b' Sorry"," I screwed up a git command and deleted your commit by accident. If you add me as a collaborator of your fork url  I can correct my mistake. Thank you!   Note to myself: this would solve the problem  url '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,2,2019-01-07 19:59:30,84.03,,1,,"b'b"" added you re: note to yourself -the way I wrote it", the chunk name (i.e. pressure2) would override the label. It\'s trivial to change that and always use the explicitly provided label. I did not do so because I wanted to be careful. In fact," one can discuss if one output per chunk is tidier than multiple outputs.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,reopened,2019-01-11 22:00:22,108.7,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,closed,2019-01-11 22:06:05,5.72,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1655,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,opened,2019-02-06 21:36:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,title,2019-02-06 21:36:56,00:00,,1,,"b""b' kable produces malformed reference links after HTML calls in blogdown'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,body,2019-02-06 21:36:56,00:00,1,,,b'b\' I have asked this question in [stackoverflow]url  too but did not get an answer yet.  The gist of it is, within a freshly created blogdown page," creating a table using causes the caption to be edited to include a reference link and a table count (eg. ""Table 1: Intended Caption""). This is undesirable for me but I assume it is intended behaviour.  However this behaviour changes when is called from within pretty much anything that uses a  . The reference link is added by appending a in the beginning of each table which html just shows as plain text.  Here is an an example post that highlights the problem. Here  \\\'s caption is processed correctly but all the others use the format.     title: test   author: \\\'\\\'   date: \\\'2019-02-05\\\'   slug: test   categories: []   tags: []                 As stated on the stackoverflow I was able to identify the code that causes this behaviour in the function but could not understand how """" is set or can be modified.  Ultimately", I don\\\'t want my captions to be edited by kintr at all. But the second behaviour is clearly wrong and unintentional while the first is probably a sensible default (though I would appreciate some hints in getting rid of that too).\'',,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,1,2019-02-06 21:36:56,246.63,,,1,"b""b' i tested your example post and all of the tables appear the same. Can you add a screenshot? thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,2,2019-02-06 21:36:56,6.53,,,1,"b""b' ![image]url  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,closed,2019-02-07 01:54:51,257.92,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,reopened,2019-02-07 01:54:55,0.07,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,3,2019-02-06 21:36:56,124.92,,1,,"b'b"" Unable to reproduce the issue in my blogdown site. maybe it\'s related to the specific theme. which theme are you using? Please show us your repo.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,4,2019-02-06 21:36:56,17.48,,1,,"b'b\' This is the default theme (""-lithium""). I simply ran   And edited the file to include the code posted above. Everything else is untouched. Then   You can find the output [here]url  freshly re-created including the rendered [rmd file]url  and the resulting site in  The issue was replicated in two independent ubuntu machines. I am yet to try this on a windows\''",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,5,2019-02-06 21:36:56,1276.67,1,,,"b'b"" It seems like it is related to the HTML call I appended after kables. The issue occurs at the point of coercing into a character and has nothing to do with  s. If I replace  with  I get as the output which is what appears in my previous malformed tables. If I replace that with  ", I get the same malformed table caption. This suggests the issue has nothing to do with  s. I suspect in blogdown and bookdown," knitr outputs the files with the malformed captions which are later processed by something else to add the table numbers. I don\'t know why using the function bypasses this post processing. But in general getting rid of this processing step will probably solve both my problems  Also in my use case I need the calls as I use  \'s tags to get the tables together""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,6,2019-02-06 21:36:56,1149.78,,1,,"b""b' Duplicate of url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,closed,2019-03-07 20:38:57,1124.03,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1669,closed,-,-,-,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1688,open,opened,2019-03-24 18:22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1688,open,title,2019-03-24 18:22:15,00:00,,1,,"b""b' Option to show chunk options in output'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1688,open,body,2019-03-24 18:22:15,00:00,1,,,"b'b"" It\'s often important to be able to display a code chunk in the output where the reader is also able to see the chunk options.  At the moment", one has to do this rather awkwardly with something like:  r \'\'  Which outputs  {r setup," echo=TRUE} library(tidyverse)   had the same effect.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1688,open,1,2019-03-24 18:22:15,51.47,1,,,"b""b' Yes", I admit it is awkward," and it has been bothering myself (but only mildly). Do you have time to improve url '""",,,,,,,,,,,,,,,,,,,,,,
knitr,1688,open,2,2019-03-24 18:22:15,834.93,,1,,b'b\' Not sure this is an improvement on the solution you showed," but here\\\'s an alternative approach:  """, x,"   Output is identical in PDF, but slightly different in HTML:   \''
knitr	1688	open	3	yihui	2019-03-24 18:22:15	643.88			+1	b'b"" Unless you want to actually evaluate the code chunk, I would put everything in a single code block: the chunk header, the code, and footer (all inside four backticks). Anyway, it seems you have understood the method. I\'m not particularly interested in providing built-in support for this (it will require more thinking, e.g. code chunks may be indented, and I don\'t have time for this task).""'
knitr	1688	open	closed	 - 	2019-05-16 20:57:51	155.6	2	2	1
knitr	1688	open	reopened	 - 	2019-06-20 14:53:01	1075.17	2	2	1
knitr	1688	open	-	-	-	-	2	2	1
knitr	1691	closed	opened	gabrielvazdemelo	2019-03-26 01:05:16
knitr	1691	closed	title	gabrielvazdemelo	2019-03-26 01:05:16	00:00		+1		b""b' include_app not working error in enc2utf8(x)'",,,,,,,,,,,,,,,,,,,,,
knitr,1691,closed,body,2019-03-26 01:05:16,00:00,,,1,"b'b"" Hey there!  Since I updated to the version 1.22", I\'m not able to render an app that I host in . The HTML result shows nothing where it had to be the app. When I run the chunk it follows:  The thing is that when I was using the version 1.21 it wasn\'t happening and the app works fine in the HTML. Could you help me? Thanks in advance.   By filing an issue to this repo, I promise that  [x] I have fully read the issue guide at url  [x] I have provided the necessary information about my issue.   If I\'m asking a question, I have already asked it on Stack Overflow or RStudio Community, waited for at least 24 hours, and included a link to my question there.   If I\'m filing a bug report, I have included a minimal, self-contained, and reproducible example, and have also included  . I have upgraded all my packages to their latest versions (e.g., R, RStudio, and R packages), and also tried the development version:  .   If I have posted the same issue elsewhere, I have also mentioned it in this issue. [x] I have learned the Github Markdown syntax, and formatted my issue correctly.  <!-Please keep the above portion in your issue. Your issue will be closed if any of the above boxes is not checked. In certain (rare) cases, you may be exempted if you give a brief explanation (e.g.," you are only making a suggestion for improvement). Thanks! -""'",,,,,,,
knitr,1691,closed,closed,2019-03-26 01:13:58,8.7,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1691,closed,reopened,2019-03-26 01:14:01,0.05,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1691,closed,closed,2019-03-26 03:09:24,115.38,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1691,closed,1,2019-03-26 01:05:16,124.6,,,1,"b""b' Should be fixed now. Thanks for the report!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1691,closed,2,2019-03-26 01:05:16,85.18,,,1,"b""b' Works fine now! Thank u very much.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1691,closed,-,-,-,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,opened,2019-03-29 07:19:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,title,2019-03-29 07:19:53,00:00,,1,,"b""b' a tricky problem when the  include \\xc2\\xb1 symbol with kable and bookdown'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,body,2019-03-29 07:19:53,00:00,,,1,"b'b"" when i use the kable render the table to html with the bookdown::render_book", i find a tricky problem\\xef\\xbc\\x8c when the  include \\xc2\\xb1 symbol\\xef\\xbc\\x8call the row data will move left a column. i use the Rstudio preview is normal,"but the final html is abnormal like this: ![image]url a minimal example  is following: (1) (2) (3)_ (4)render_book   the session_info(\'knitr\') is following:  ""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,closed,2019-03-29 07:43:09,23.27,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,reopened,2019-03-29 08:32:28,49.32,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,1,2019-03-29 07:19:53,82.05,,1,,"b""b' i find when the column is numeric the final html table is normal","but when the column is character or factor \\xef\\xbc\\x8cit will move left.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,2,2019-03-29 07:19:53,53.2,,,1,"b""b' Can you provide a reproductible example as stated in the [issue template]url  you deleted when filling this issue ?  Currently", we are missing some of your variable to try reproduce the issue like or  .  Also," is missing too.  Thanks.  '""",,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,3,2019-03-29 07:19:53,257.35,,,1,"b""b' thanks very much",a minor example  is following: the knitr version is 1.22, bookdown is 0.9, the OS is centos 7.6,and i use the  ,the final html table is right, but kable is abnormal, i find the temp  file is wrong too," thanks very much! '""",,,,,,,,,,,,,,,,
knitr,1695,open,4,2019-03-29 07:19:53,34.22,,1,,"b""b' someone can help me?about the symbol'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,5,2019-03-29 07:19:53,1048.35,,1,,"b""b' I have found other symbols can lead the same problem","like following: \\xe2\\x89\\xa4\\xe2\\x89\\xa0\\xc2\\xa5\\xe2\\x91\\xa0\\xe2\\x91\\xa1\\xc2\\xb6\\xe2\\x84\\xa2\\xe2\\x80\\x94\\xe2\\x91\\xa2\\xe2\\x84\\x96\\xe2\\x88\\x9a\\xc3\\x97\\xe2\\x86\\x93\\xe2\\x86\\x92\\xe2\\x86\\x91\\xe2\\x86\\x90\\xe2\\x80\\xb0\\xc2\\xbe\\xc3\\xb7\\xe3\\x8e\\xa1\\xce\\xb1\\xce\\xb2\\xe2\\x84\\x83\\xe3\\x80\\x96\\xe3\\x80\\x97\\xc2\\xa9\\xc2\\xae\\xef\\xbc\\xa0\\xef\\xbc\\x86\\xef\\xbc\\x8a\\xef\\xbc\\x83\\xef\\xbc\\x85\\xe2\\x80\\xb0\\xef\\xbc\\x84\\xef\\xbf\\xa5\\xc2\\xa7\\xc2\\xa6\\xe2\\x80\\xbb\\xe2\\x97\\x8e\\xe2\\x89\\x88\\xe2\\x80\\xa6\\xe2\\x89\\xa5\\xe2\\x89\\xa6\\xe2\\x89\\xa7'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,6,2019-03-29 07:19:53,1144.85,,1,,"b""b' Please follow what @cderv said above url  to provide the information required"," instead of replying to this issue endlessly.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,closed,2019-04-05 15:24:56,412.47,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,7,2019-03-29 07:19:53,875.65,,1,,"b'b"" FWIW", I don\'t mean you should close the issue (unless you have resolved your issue), but should follow the issue template to provide the required information (such as session info). We cannot simply guess or read your mind. The issue template also asked you to try the dev version of **knitr**," and I don\'t know if you really tried it.""'",,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,8,2019-03-29 07:19:53,731.57,,1,,"b""b' sorry","i misunderstand your meaning of your comment. i will supply  the session info immediately. i have transfer these special symbols to ASCII code or html encode\\xef\\xbc\\x8cthe html table has display normally\\xef\\xbc\\x8cbut this is not good ideal for the batch processing. thank you!'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,reopened,2019-04-08 05:49:02,864.1,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,9,2019-03-29 07:19:53,564.15,,1,,"b""b' after transfer these non-ASCII symbols to ASCII code like this: the kable html table display normally. but there are too many non-ASCII symbols", more than 500, replace these one by one is too slowly,"may be the stringr::str_replace_all function is more faster.'""",,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,10,2019-03-29 07:19:53,1072.95,,1,,"b""b' update knitr to latest developing version 1.22.8"," the problem is same too.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,11,2019-03-29 07:19:53,1162.45,,1,,b'b\' I have view the source code of tables.R, find the probable cause is the align or padding parameter," after add the align=NULL or align=\\\'c\\\' or align=""r"" ", the render html table is normal," but align=""l"" is get abnormal", finally," the non-numeric columns can not set align=""l"". but I don\\\'t know how to modify the source code to solve the problem", could anyone others give some help to me? the sample code like follwing:  \'',,,,,,,,,,,,,,,,,
knitr,1695,open,12,2019-03-29 07:19:53,114.23,,,1,"b'b"" thanks for those infos. I wonder if it is not something linked to encoding.  I tried to reproduce but I cannot manage to have a html output that understand those UTF8 character. Don\'t know why... \\xf0\\x9f\\xa4\\x94 I got some unicode character  ", but they are aligned correctly.  About your question,  You can replace all character using and build the html code. Ex:   Also, I got the feeling this issue is ouput-format dependant (markdown, html, latex, ...). It is not enough clear for me and as I can\'t manage to reproduce on my setup," I am not sure I can help further.""'",,,,,,,,,,,,,,,,,
knitr,1695,open,closed,2019-05-20 07:39:16,110.23,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,reopened,2019-05-20 07:39:18,0.03,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,13,2019-03-29 07:19:53,80.23,,,1,"b""b' @cderv Your prompt reply is greatly appreciated. why you can not render the html files? how about the following :  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,14,2019-03-29 07:19:53,97.28,,,1,"b""b' I upload a picture"," see this: ![image]url  '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,15,2019-03-29 07:19:53,6.62,,1,,"b'b""  Some encoding issue on my French windows PC. Anyhow", I am not sure to identify the issue here either. Is this bookdown ? Kable ? encoding ?  You should provide a full reprex with detailed explanation on how to reproduce as a gist or another github repo so that someone jump in an can try to reproduce directly. It is not easy to build a complete reprex based on several replies. Just a piece of advice here.  As I can\'t print those character correctly by default," I am not in a situation to help you further I guess...""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1695,open,16,2019-03-29 07:19:53,1246.67,,,1,"b'b"" @cderv thanks ", I have partially solved the problem by adding the  ,but there are coming a new problem when the rowname or colname or data content of matrix or  including the following three symbols: or prefix including ,I have changed the source code of table.R, solved the new problem," but I don\'t know how to solved when the  . the changed table.R is here: ""'",,,,,,,,,,,,,,,,,,,
knitr,1695,open,-,-,-,0,11,7,,,,,,,,,,,,,,,,,,,,,,,,,
