REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,22,2012-04-18 12:16:05,16.67,1,,,b'b\' @EdSchouten OK, I have talked to the system administrator of the network running the FreeBSD test box I have access to and got the firewall fixed, so I can now verify behaviors: in fact, getlogin() _does_ seem to work on FreeBSD with my previous test case that failed on Linux. (edit: I did not see your message before I posted this reply.) As I now see that you are the author of this tool, does it seriously not bother you that it allows users to arbitrarily edit the hostname field of utmp? If you do not believe that that is an issue, why does / go to lengths to disallow this? It seems awkward that in one place this is considered a security issue of sufficient magnitude to require telnetd to run as root," and in another place it is considered ""engh: doesn\\\'t matter"". AFAIK this is the only reason telnetd is actually required to operate as root: otherwise", it could drop privileges all the way down to nobody as soon as it took over port 23.  \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,23,2012-04-18 12:16:05,11.33,,1,,"b'b\' @EdSchouten The specific code that handles this login flag (which the code itself documents as ""for telnetd"," etc."" in a comment on line 52) is in  at around line 204:  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,24,2012-04-18 12:16:05,20.3,1,,,"b'b"" Yeah", it is a bit inconsistent. But there may be a historical reason why it\'s the way it is. The fact is that in FreeBSD 8-, login(1) would simply overwrite the existing utmp record associated with the terminal, that could in fact contain data that is assumed to be trusted. This is of course very bad. With utmpx this is not the case anymore," as each invocation of ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,25,2012-04-18 12:16:05,45.88,,1,,b'b\' @EdSchouten Once you are willing to install ulog-helper (or utempter) on your system, however, there is no longer any reason to believe that the hostname field in utmp means anything at all; it does not matter whether the entries are being overwritten or accumulated," as any given line might be someone claiming an incorrect hostname: the value of ""data that is assumed to be trusted"" is entirely thrown out the window", and any of it may as well be overwritten. You can\\\'t even claim that at least the original trusted entry will be visible, as you can simply run your own service daemon inside of the new falsified pseudo-terminal and drop your original connection (in fact," mosh does exactly this). The question really comes down to ""what data is considered trusted""", and the evidence seems to indicate that the hostname field has historically been trusted information, not just on FreeBSD but on every system that has ever supported utmp.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,26,2012-04-18 12:16:05,3.8,,1,,b'b\' I\\\'m closing this because the discussion has run down, we all agree the code won\\\'t be merged, and it\\\'s not even clear what this thread is about anymore. Please open tickets for any bugs that would have been fixed by this patch," if they don\\\'t already have tickets. You can still comment on the closed issue.  I understand that you can\\\'t attach new commits but I don\\\'t think that\\\'s a big deal.  You can still link to a branch in your repo as an ordinary web link.  That\\\'s more flexible and allows us to discuss multiple alternative approaches. In the future I would like to reserve pull requests for code which is plausibly ready to be merged. That way the distinction between ""issue"" and ""pull request"" is useful to the people who actually do the pulling.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,closed,2012-04-24 23:09:26,155.18,9,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,219,closed,-,-,-,9,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,opened,2012-04-18 22:46:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,title,2012-04-18 22:46:38,00:00,,1,,"b'b"" mosh-client is binding to the server\'s IP address""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,body,2012-04-18 22:46:38,00:00,1,,,"b'b"" In some (all?) cases mosh-client takes the IP address of the server and attempts to bind it locally", causing the following messages to be printed during Connection() before it gives up and drops back to binding to INADDR_ANY. I ran into this last night, and while testing out one of my delay-test patches @jcftang ran into the same message on #218. I don\'t fully understand the issue, but I know it happens, and the calls to sleep, fork, verbose," etc. that I\'ve been adding during random sessions in the attempt to debug other issues (which has allowed the various parts to stay alive long enough that we can see these messages surface) should not cause bind() to be getting the wrong IP address.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,closed,2012-04-18 22:52:41,6.05,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,reopened,2012-04-18 23:03:48,11.12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,1,2012-04-18 22:46:38,17.18,1,,,b'b\' (Or is it the server? I just went back to one of those machines I was testing that delay patch on and I see that it is the output of the delay patch I was working on. Ugh: just ignore my commentary on this problem. In fact," I\\\'m so bad right now I clicked ""Close"" instead of ""Comment on this issue""", and thought my comment went through... _sigh_ ;P.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,2,2012-04-18 22:46:38,159.32,,,1,b'b\' Hi, let me see if I can clarify what\\\'s going on here. The code is in Network::Connection::try_bind() in . The logic is that we want the server to bind to the same IP address that the client is using to connect to it (after any server-side NAT, i.e., the server\\\'s view of the IP address the client is sending to). Otherwise you run into problems if the server has two interfaces, and the client is connecting to one. The server very well might respond from the other," and then you won\\\'t be able to pass through a NAT. So we want it to look as much like a ""UDP connection"" as possible. So first the server tries to bind to the interface the client is asking for", either one given explicitly with -i or with -s, which means suck it out of the SSH_CONNECTION environment variable. If that doesn\\\'t work, then the server just binds to INADDR_ANY and hopes for the best. In these cases, if the server has multiple interfaces there\\\'s a good chance the connection won\\\'t be able to pass through a NAT. On some platforms, it seems that ordinary users can\\\'t bind to an explicit interface, and so we just end up with INADDR_ANY. Some Macs seem to be in this class. As long as the machine has only one interface (or the client is not behind a NAT), it will still work fine, but that\\\'s where the error message comes from. So, to be clear, it\\\'s the server that\\\'s trying to bind (properly), and this is a good thing in most situations. Please reopen if you want more explanation or if I missed the point! Thanks.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,closed,2012-04-19 01:43:08,159.33,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,3,2012-04-18 22:46:38,7.9,,,1,"b'b\' (For future reference: when you close an issue it actually can\\\'t be reopened; the button is grayed out and says ""you don\\\'t have permission to reopen this issue"" in a tooltip.) That explanation is great", and makes perfect sense: however," the response should be ""then that isn\\\'t actually an error and should not be logged to the console as such"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,220,closed,-,-,-,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,221,closed,opened,2012-04-18 23:20:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,221,closed,title,2012-04-18 23:20:51,00:00,,1,,"b""b' OS X has a race condition establishing your security session'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,221,closed,body,2012-04-18 23:20:51,00:00,1,,,b'b\' On OS X, due to the way security sessions and bootstrap Mach contexts (I\\\'m honestly not 100% certain which is the problem here, and my understanding of these systems is not perfect: it mostly comes from working on the new Substrate injector from a few months ago, and some work I did on absinthe) are inherited, if sshd shuts down before the login shell starts up (which both can happen and normally does happen as the parent mosh-server does an _exit _immediately_ after a fork, causing that process to exit before the children get very far)," then the resulting shell is pretty much entirely broken: you can\\\'t even figure out your own username (whoami returns numbers and bash simply prints ""I have no name!"")", much less talk to complex Mach services such as launchd. The patch referenced by this pull request is obviously stupid and non-deterministic (it is just a call to sleep(2) before the _exit() after the fork() in the parent mosh-server process), but at least it demonstrates the problem and is a starting point for people looking at this problem to figure out a better way to handle it (or for those experiencing it, such as @jcftang from #218) to find temporary relief. Obviously, however, the final fix needs to be deterministic. The problem, though, is I\\\'m not certain how long we really need to wait; do we just need to wait for the second fork, for the second psuedo-terminal to be created," for the login shell to actually ""do something""... I don\\\'t know (although my current bet is that if we coordinate such that after the second fork", which also happens to create the pseudo-terminal anyway as it is really a call to forkpty, we\\\'ll be golden). Doing that will require some irritating synchronization primitive between the various processes (and in the worse case something like waiting for the terminal to actually bear fruit, which would require the terminal network loop to get involved). Anyone doing that should also try to verify (maybe by adding a long sleep in the child after the synchronization) that the event being waited for is actually truly sufficient (and not just probabilistically better). (There are other solutionsones that involve changing the way OpenSSH and mosh get bootstrapped togetherthat may also provide better fixes for other bugs, but those are more drastic and against some of the goals of the project developers; they are probably even pragmatically wrong anyway, as there actually are some key advantages to this OpenSSH->mosh-server craziness, although those may be short-term.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,221,closed,1,2012-04-18 23:20:51,179.8,,,1,"b'b\' How can I avoid applying a commit titled ""Fail to fix OS X security session race condition""...... :-) I certainly don\\\'t understand the OS X issues involved here", but I can tell you we don\\\'t have these problems on a 10.7 server -do you think they have made things easier for us, or am I just getting lucky? We do have a special wrapper on MIT\\\'s Athena system to preserve the security session (well, to preserve the Kerberos credentials and AFS tokens), so this would not be the first time we had to do something special to preserve an OS security context, speaking very generally. On the other hand, if the problem only affects 10.6 and before (which is not at all clear obviously), I don\\\'t think we are obligated to jump through hoops for them. But I have to defer to the Mac experts here -I\\\'m not one.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,221,closed,closed,2012-04-19 02:20:39,179.8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,221,closed,2,2012-04-18 23:20:51,15.32,1,,,b'b\' This has absolutely nothing to do with AFS, Kerberos... I\\\'m not even certain why you are bringing these up. I also am not certain this bug does not affect OS X 10.7 (from my admittedly sketchy understanding of how this stuff works, I see no reason why it would have changed in 10.7: I certainly did not see anything in Substrate\\\'s bootstrap environment change while porting to iOS 5): it is the kind of thing where someone not seriously using the session might not even notice. For example, on your 10.7 setup," can you run ""launchctl list"" and verify that you get a large amount of output and process identifiers? Regardless", closing an issue like this before doing the deference to the Mac exports you alluded to is simply an incorrect priority.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,221,closed,3,2012-04-18 23:20:51,14.32,,1,,b'b\' Hi saurik, Yes," if I run ""launchctl list""", I get 30 lines of output: #  PID   Status  Label80882   0x7fa653400af080883   0x10c207ae080872   0x10c2086f0-server80873   0x10c2083f080865   0x10c207de0  0     0     0     0     0   (etc.) #  I just closed the pull request -I assume nobody (including you) thinks I should actually apply as submitted. If you want to discuss further on an issue or submit a patch that preserves the security session and Mach context, please feel free. (If you don\\\'t agree that a security session is analogous to an AFS PAG and token or Kerberos credentials cache, all of which are normally destroyed by SSH on logout and that have to take special pains to preserve, that\\\'s your right.)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
