REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,16,2012-10-24 16:21:12,337.57,,1,,"b""b' Alright @jaubourg and @dmethvin. Let me know how the latest revision of the tests look.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,17,2012-10-24 16:21:12,8.35,,,1,"b""b' FYI. I tested in FF and Chrome. I want to wait on the review before running the entire suite. Cheers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,18,2012-10-24 16:21:12,347.02,,1,,"b'b"" @jaubourg is on the verge of landing some rewrites to the ajax unit tests"," so I\'ll wait for those before landing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,19,2012-10-24 16:21:12,5.17,,1,,"b'b"" Tests look much better now and the new will make them even better... it\'s the conversation here that triggered the idea of a helper btw.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,20,2012-10-24 16:21:12,743.3,,,1,"b""b' Nice! :+1: Looking forward to seeing it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,21,2012-10-24 16:21:12,4.15,,,1,"b'b"" FYI", I toyed around with a generic aliasing solution (detecting aliases defined in and setting the proper option in  ). It\'s only +28  which is quite good for such a generic approach. Using the approach, you could override to set if you so desired: So it would break existing requests but new projects could start doing things like shown below (and it would work as expected). I am a bit surprised this doesn\'t take more bytes. And note that the limitation is that you **have to** set global options using (but that\'s how everyone should do it in the first place anyway). Anyway," I wanted to share the unit test I had for this: It doesn\'t require any additional php script and uses the new helper. Thought it would be a good example.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,22,2012-10-24 16:21:12,39.72,,1,,"b'b"" I think we should wait until we\'ve needed to alias enough settings for this to be a net savings. Otherwise it seems like a YAGNI change. In general we shouldn\'t be open to aliasing a lot of settings"," it\'s just that this one was named incorrectly from the start :grinning: .""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,23,2012-10-24 16:21:12,21.57,,1,,"b'b"" While I understand the generic approach may seem heavyweight", fact is the specific approach is more than half the size of the generic one. It\'s not like we haven\'t been asked for a means to use instead of  , the problem is we cannot do that without breaking everything... unless we have a facility for people to do what they want in their own environment. We\'re talking _28_ bytes against _15_ here," something to ponder I think.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,24,2012-10-24 16:21:12,7.88,1,,,"b'b"" I don\'t think we\'d ever want to advocate that anyone use for  ", that just confuses things further because has an existing meaning in the API and everyone would need to look at the decoder ring to know the new names. If you tried to use a plugin that expected to be the method," but you\'d renamed it to it would be a mess. That\'s handing people a loaded gun and asking them to be careful. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,25,2012-10-24 16:21:12,445.88,,,1,b'b\' Well, you can already do crazy stuff with ajax options inside a prefilter," so the ""loaded gun"" is already in everyone\\\'s hand. I only gave the  /  example to show how flexible the generic approach is. Again", it\\\'s 28 bytes against 15 bytes and will be very handy when we decide to deprecate or plain remove  . A compat plugin would just need something along the line of to be backward compatible because the approach works both ways. YAGNI is fine when it actually applies,IMHO.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,26,2012-10-24 16:21:12,4.72,1,,,"b'b"" Sorry but I still don\'t see the need for a generalized name remapping layer in ajax", even if it only costs a few bytes. I would not want to document this for general use by the public, especially since I think we can all agree that global ajax options are a very bad practice in any codebase that includes third-party code expecting the documented defaults.  I just want to get the naturally-named in here," and am comfortable with stopping there.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,closed,2012-11-28 00:12:29,471.28,4,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,27,2012-10-24 16:21:12,52.53,,1,,"b'b"" No", I strongly disagree with that, Dave. Global ajax options are not bad practice, they are just awfully badly implemented in jQuery because they mix actual global configuration options and plain _default_ options. It\'s the latter that causes us problems all the time, including in this very PR, not the former, far from it. I\'m perfectly fine with  , and (the latter being undocumented btw) being exposed globally as a means to configure  , just like I\'m fine with because they all fall in the global configuration category. Is the fact they\'re specifically designed to break code expectations throughout an entire application an issue? Of course, not. That\'s why they exist in the first place. I\'m also fine with being able to override those global configurations on a per-request basis. Most useful example is probably a converter being overriden because a specific webservice cannot output properly formatted data. No, the real problem lies with default options that are not at all related to configuration. This covers pretty much any option that wasn\'t mentionned here already. and come to mind. While it seems convenient to have default for those, they turn out to be more trouble than they are worth because they break code expectations mindlessly. They do not apply to a range of requests, they don\'t cover several  scenarios, they\'re just obfuscating code and making things unpredictable for no sensible reason. I am in favour of an configuration, undocumented like  . We screwed up with the name of several options. We won\'t fix all of them but we could use an aliasing facility as a means to deprecate then remove at least here while leaving a backward compatibility hook. If we screw up with naming stuff, so do our users, something to ponder when we gave them prefilters as a means to create and support their own options. does the job but it\'s as ad hoc, clunky and unreadable as it can get. Now, it\'s not @farmdawgnation\'s fault. I would have written it exactly like this but I think we know better than pushing the first idea we have in the repo because it gets the work done. We do, right? I know in which state I found and its always adcode. Never again, please. So, no, we won\'t agree on the global options being bad practice part of your argumentation, because it\'s just not quite where the problem lies. Also," I compare sizes because a special cased code being in the same order of magnitude in code size as a generic approach is not random. How I wish it was always the case. Nobody would have bothered me with the bump in size of the ajax module :P""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,28,2012-10-24 16:21:12,3.57,,1,,"b'b"" Okay"," well I still feel like this isn\'t code well spent. Let\'s wait until we encounter the problem before we add this. We have so much more to do before 1.9 so I\'d prefer to just land this and move to the next item on the list.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,29,2012-10-24 16:21:12,0.48,,1,,"b'b"" Hmm"," didn\'t mean to close this...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,reopened,2012-11-28 01:09:04,56.58,4,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,30,2012-10-24 16:21:12,1.12,,1,,"b""b' You probably hit the close & comment button... I always have to think twice everytime I comment on a PR :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,31,2012-10-24 16:21:12,1.03,,1,,"b""b' The buttons are indeed confusing. ;) Alright"," so am I cool to run these tests in the entire fleet of browsers or do I need to make any additional changes to them?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,32,2012-10-24 16:21:12,6.03,,1,,"b""b' We still have to fix up the tests"," right? This needs a rebase against the new ajax test work.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,33,2012-10-24 16:21:12,2.85,,1,,"b'b"" Ok"," where\'s that at right now? Do I need to wait until it goes through its own review before doing so?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,34,2012-10-24 16:21:12,3.0,,1,,"b'b"" @jaubourg landed it already"," it\'s ready to go. @jaubourg could you fix up the tests for this? I\'m working on a couple of other pulls at the moment.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,35,2012-10-24 16:21:12,3.98,1,,,"b'b"" Not right now", no. It\'s 2:30am :P and I was about to go to bed... I so hate when I just write a comment and it takes forever :( @farmdawgnation: what you can do is revert your last commit, then rebase (this shouldn\'t cause any problem without the unit test), then re-put your test in or, preferably," look at the one I put in a comment up there. Last part isn\'t mandatory. I can handle the unit testing so that you don\'t have too much work.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,36,2012-10-24 16:21:12,1.0,,,1,"b'b"" @dmethvin I\'ll merge this tomorrow morning my time... meaning in a few hours :P""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,37,2012-10-24 16:21:12,1311.02,,,1,"b""b' @farmdawgnation"," I commited your solution in a new commit and in your name: url  I used the unit test I had in a subsequent commit: url  Thanks for your work on this and be prepared for @dmethvin asking you to sign something with your blood regarding copyright and stuff ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,closed,2012-11-28 23:19:06,1330.03,5,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,38,2012-10-24 16:21:12,329.58,,,1,"b'b"" Excellent! :) Glad to be able to help. This\'ll teach me to call something in jQuery bite-sized... although it wasn\'t quite as painful as the mobile webkit nastiness I dealt with on my last go-round. XD Cheers.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,39,2012-10-24 16:21:12,977.38,,,1,"b""b' Welcome to our world :P'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1007,closed,-,-,-,5,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,opened,2012-12-04 19:41:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,title,2012-12-04 19:41:51,00:00,,1,,"b""b' Fixes #12569"," Feature detect for  event bubbling'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,body,2012-12-04 19:41:51,00:00,,,1,b'b\' CSP error is not triggered here, div element has onsubmit and onchange properties, but does not have onfocusin, but it\\\'s fine," because you can\\\'t bind  events by defining  prop. Meaning that string in onfocusin will not be ""evaled"". Also", in this patch,  will be true for Chrome and Opera. /cc @dmethvin\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,1,2012-12-04 19:41:51,307.93,,,1,"b""b' @orkel this looks great. Can you add a comment in the source that explains the removal of the IE inference condition\\xe2\\x80\\x94Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,2,2012-12-04 19:41:51,10.15,,,1,"b'b"" Ah! So Chrome has decided that they just won\'t support the magical inline"," so it won\'t be turned into a function! ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,closed,2012-12-05 00:59:56,318.08,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,3,2012-12-04 19:41:51,4.55,,1,,"b'b"" Don\'t think you meant to close this ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,reopened,2012-12-05 01:04:29,4.55,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,4,2012-12-04 19:41:51,1319.03,,,1,"b'b"" this looks great Apparently i submitted this patch too soon.I rewrite it", with a small refactoring of support module," now it\'s bigger then i want it to be.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,5,2012-12-04 19:41:51,451.17,,1,,"b""b' I cherry-picked @gibson042 commit and simplified couple more things'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,6,2012-12-04 19:41:51,1235.37,,1,,"b'b"" Ouch! This is now +58 against current master. Also", from painful recent experience with  I am worried this may change behavior yet again. Our only reason for wanting this is that we are currently not using native focusin for Chrome, is that right?," I\'m not sure I want to fix it that badly""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,7,2012-12-04 19:41:51,161.37,,1,,"b'b"" @dmethvin Our only reason for wanting this is that we are currently not using native focusin for Chrome", is that right? All WebKit-based browsers and Opera. from painful recent experience with  I am worried this may change behavior yet again.  Fair enough, although i\'m sure this fix would be sufficent. This PR accommodate two patches:1) Improve feature detect for oldIE event bubbling (#12569)2) Stop shimming  events First one can actually save some bytes, second, not so much (+120 bytes or so).I will try to work on first one in different pull," and forget the second one.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,closed,2012-12-12 05:51:25,286.93,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,8,2012-12-04 19:41:51,1138.93,,1,,"b""b' Followed up by pull request gh-1076.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1054,closed,-,-,-,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,opened,2012-12-06 12:46:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,title,2012-12-06 12:46:26,00:00,,1,,"b""b' Ajax tests: Refactor tests and fix bugs.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,body,2012-12-06 12:46:26,00:00,,1,,"b""b' cc @jaubourg  @gibson042 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,1,2012-12-06 12:46:26,35.98,,,1,"b""b' Nice overall but I think you went a step too far when merging the request headers logic in  . See the comment there.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,2,2012-12-06 12:46:26,33.28,,,1,b'b\' @jaubourg I think it makes perfect sense to use valid JSON transportation protocols for this. There are already tests before this that assert that stuff like that is working fine. Once past that we can just use this. We also use hasClass, addClass, remove, load and what not in unit tests. Also," the other reason I did this is to fix the ""Content MIME type"" warnings I was getting in Chrome. Those are all gone now. As for the content type changing based on which headers are passed", that\\\'s not true in the latest version. The logic is like this:  responds with whatever content-type it is told to respond with. If none given, the default behaviour is that plain echo is sent with  . Any extended information (the query parameter is set) is sent as JSON (with the proper content type). No implications," but explicit like that. Note that the parameter is not  . I don\\\'t see how it makes a difference whether it is in the same script or not. Instead of the content-type changing between """" and ""echo"" it now changes between ""echo?content"" and ""echo?extended"". I even thought about merging the other two in as well. For the most part they are already obsolete", I just hadn\\\'t given it the time yet.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,3,2012-12-06 12:46:26,21.3,,,1,b'b\'   is tested like any other method in the ajax module.  ," and are not implemented ""behind"" so they are orthogonal to it. The json and jsonp logic are actually far far ""behind"" which makes all the difference in the world. Unit tests are units", they should not test more than what they are supposed to test (and, yes, we have some further cleanup to do). They also should be independant on whether a previous test passed or not (keep aside most extreme cases like Deferreds being broken). If you have implicit json responses," then you test a whole bunch of the internals of each time you wanna test something completely unrelated (headers). You created a hidden dependency in the javascript unit test because of some logic in PHP. That\\\'s why I started the rewrite: things had gone very wrong because too big a proportion of the logic of our ajax tests was taking place in PHP due to ""magical"" scripts that would do one thing or another", implicit changes to the response given an unrelated parameter. They created hidden dependencies _client-side_, they were also hidding actual problems in our unit tests. The fact we had a lot of PHP scripts that served no purpose is one thing and good riddance. But the goal here is to empower our javascript unit tests and give them power over the whole client-server cycle. Implicit logic server-side like changing the content type because headers are supposed to be set is a no-go. I\\\'m guessing the actual reason you\\\'re doing so is because it makes it simpler to test for the results using deepEqual: if so create a helper client-side that does the parsing / test but keep the content type alone, please :)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,4,2012-12-06 12:46:26,135.35,,1,,"b'b"" Some tests are still failing"," this is due to -fpm somehow consistently serving an empty response body for some of the requests. They\'re all passing for me locally now. Asked @gnarf37 to investigate this server side (filed internally as #132)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,5,2012-12-06 12:46:26,215.08,,1,,"b""b' Where does this pull stand?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,6,2012-12-06 12:46:26,83.15,,,1,"b'b"" The code is fine afaik. We can\'t merge it yet because it fails on  because of issues with NGINX  php-fpm (several of the AJAX tests are consistently failing due to an empty response from the server). They work fine locally in Apache.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,7,2012-12-06 12:46:26,248.43,1,,,"b""b' The code is not fine. We need to extract header requests back out of  for reasons exposed in an earlier comment.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,8,2012-12-06 12:46:26,119.93,,1,,"b""b' @jaubourg Is the concern about what causes the content-type of the response to change (  / vs. /  )"," or the fact that it uses JSON instead of plain text?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,1060,closed,9,2012-12-06 12:46:26,28.3,,,1,"b'b"" The implicit change of is a problem for sure. The use of an argument that pretty much bypasses the logic of and branches to the one is also kinda weird (why not keep the two separate as we had previously? What do we gain by using the same script?). As it stands", it\'s a lot of logic made non-explicit client-side. But the fact it triggers all of the implicit conversion logic within for tests that shouldn\'t is the biggest issue here. We should probably go back to a separate script (so that it makes the intent clear client-side -name of the service in url === server-side action -and reduces implicit server-side logic) that outputs JSON as and then handle the JSON parsing manually in each test (so that  \'s internal conversion logic is not used). The fact the headers info is output as JSON is awesome (it\'s much clearer that way), let\'s just make sure it is not automagically converted by because of an implicit change in (too much code triggered inside the ajax architecture through server-side logic," especially for simple headers tests). I\'m just trying to keep client-side code in charge here while having tests as orthogonal and independant from one another as possible.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
