REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,64,2012-08-08 11:41:24,833.92,,1,,"b'b"" that\'s because you have modified some files and it cant pull the changes till you discard or commit those files. you can try: git stash before pulling but perhaps it\'s easier for you to download the zip from the github page""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,65,2012-08-08 11:41:24,41.88,,,1,"b'b"" @arturoc i did the second option ", easier and less troubles. Now," i\'m going to try the branch. One question more: what version of glfw did you use to build the static lib ( i know that is the 3) but the latest from: url Thank you""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,66,2012-08-08 11:41:24,3.95,,1,,"b'b"" yes that\'s it"," but i just realized that i haven\'t committed those changes yet so it should work as it is""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,67,2012-08-08 11:41:24,3.47,,1,,"b""b' ok will see what can i do. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,68,2012-08-08 11:41:24,51.32,,1,,"b'b"" while  compiling the OF static lib i get an error in looking into  i can\'t see any ofGLES2Renderer.h maybe the class is inside another header now?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,69,2012-08-08 11:41:24,6.93,,1,,"b""b' oh", forgot to change that," it should be working now'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,70,2012-08-08 11:41:24,571.85,,1,,"b'b"" i can\'t compile the code. i have this issue now: url  i think it\'s similar to this one url  .  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,71,2012-08-08 11:41:24,864.78,1,,,"b'b"" cool"," looks like something is happening here. sorry for my absence. I pinched a nerve or something and cant\' really use my computer atm. I\'ll get back to this as soon as possible.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,72,2012-08-08 11:41:24,71.77,,,1,"b'b"" @underdoeg @arturoc don\'t look at my previous post above"," Because i started my branch feature-elinuxglfw from the develop-raspberrypi branch now with a fresh clone i strted from develop i get others errors see here url few points to see:1)openssl is not recognized? i have libssl-dev2)various EGL errors3)ofIsVFlipped() : i can\'t find this... @underdoeg take care of you! p.s. also i want to test this in linux64""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,73,2012-08-08 11:41:24,21.73,,1,,"b'b"" no i\'m wrong on the 1 point = i haven\'t installed libssl-dev. Now installed it but still remains the others two.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,74,2012-08-08 11:41:24,449.27,,,1,"b'b"" now i\'m testing the feature-elinuxProgrammableGLFW in Ubuntu12.04 64 bit . i have a  like this:  } i got because these 2 virtual functions are missed(doesHWOrientation()) or different setupOpenGL()to fix add in ofAppGLFWWindow.h and changetoin and ofAppGLFWWindow.h Anyway after fixing this i got a sigfault:Program received signal SIGSEGV"," Segmentation fault.0x00000000004d9daf in _glfwPlatformGetWindowSize ()(gdb) ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,75,2012-08-08 11:41:24,1118.13,,,1,"b'b"" I\'m quite interested to try this out"," but when I checkout @arturoc\'s branch I seem to be missing ofAppGLFWWindow.\\\\* and can\'t get the multiwindow example to compile. Am I missing something?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,76,2012-08-08 11:41:24,139.58,,1,,"b'b"" hi @gameoverhack i have also had this issue. I thought that i made something wrong with git. But in the web repo there are the ofAppGLFWWindow.\\\\* files. So i can\'t give an answer to this. I solved htat problem doing copy and paste from the github repo. At the end i get the error above. Tell me if you solved the problem in this way. Maybe @arturoc can give us some insights. p.s also you need to do the things explained above by me ( add the  doesHWOrientation() and changes in the setupOpenGL function)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,77,2012-08-08 11:41:24,191.27,,,1,"b""b' ofAppGLFWWindow is not used anymore so you can remove it safely from the projects and any reference to it On 04/18/2013 08:51 PM"," Walter Perdan wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,78,2012-08-08 11:41:24,883.48,,1,,b'b\' @arturoc ok now the code run! but need some addiction and changes need to add a flags -fpermissive in  adding it to  do nothing," something like this:and in  change to and in to this make the application to run. But ofEvents seems to not works properly (scrolling) and mouse events; and i can\\\'t see the second bitmap string ""THIS IS A SECONDARY WINDOW"" nor the black rect in the secondary window.  i tired the OF_FULLSCREEN and it works ", the main bar stay until you click with the mouse on the window and the it disappear.Now i\\\'m very curious to see and to test it again in arm.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,79,2012-08-08 11:41:24,24.32,,1,,"b'b"" are you using the latest in my branch feature-elinuxProgrammableGLFW? i had some of those problems with the programmable renderer but they are fixed now"," mainly the problem where you don\'t get anything drawn working in the second window""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,80,2012-08-08 11:41:24,41.52,,,1,"b""b' @arturoc should be the latest. but i will check it later. thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,81,2012-08-08 11:41:24,389.03,,,1,"b""b' @arturoc i have the latest. see the git log:  commit a758bd39a39a91945f7334720202600d95f12688Author: arturo arturo@Date: Wed Apr 10 13:09:25 2013 +0200 commit 7e50fe020f1d2a458cc7a67489615cab35d03a9bAuthor: arturo arturo@Date: Mon Apr 8 22:23:18 2013 +0200 commit a25addb0a78a7d3fcca5ad17caf6c442e4ebb116Author: arturo arturo@Date: Mon Apr 8 22:09:07 2013 +0200 : maybe did you miss to push some commits?Thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,82,2012-08-08 11:41:24,514.75,,1,,"b""b' Is there an example of how to use a glfw multiwindow application? Seems like the multiwindow example is very out of date in this branch...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,83,2012-08-08 11:41:24,145.38,,1,,"b""b' This is the only example atm url  Although old the syntax should still be that way.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,84,2012-08-08 11:41:24,1236.87,,1,,"b'b"" Yep @arturoc has that example in his branch but after several attempts to get it to work it looks like the API has been changed significantly. Have you tried running that example using arturo\'s branch?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,85,2012-08-08 11:41:24,844.63,,,1,"b""b' is it possible to get a status report on this PR? :) @underdoeg @arturoc  are there any major issues left? @ofTheo said fullscreen is still problematic?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,86,2012-08-08 11:41:24,47.15,,,1,"b""b' as kyle said there is a strong feeling we should merge this in and then get the missing libs / tweaks etc added as we need a good amount of time to have OF testing this.  Any major issues standing in the way?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,87,2012-08-08 11:41:24,157.48,,1,,"b'b"" hey", this is not ready to be merged there\'s several bugs in this branch. i\'ve fixed some of them in my programmableGLFW branch but i\'m also changing the architecture since there\'s things that can be done in a simpler way that done here. Also this assumes shared contexts and some objects can\'t be shared like fbos," shaders... this is problematic with the new programmable renderer since it needs shaders so somehow there should be a renderer per window. anyway i\'m working on it but my feeling is that we should postpone this for next release instead of 0.8""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,88,2012-08-08 11:41:24,6.28,,1,,"b'b"" also there\'s a simpler glfw class in the programmableGL branch that is going to be merged soon", that doesn\'t have multiwindow support but everything is fixed there," fullscreen...  so i think it\'s better to ship 0.8 with GLFW support but without mutliwindow by now""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,89,2012-08-08 11:41:24,840.85,,,1,"b""b' I think it is a good idea to ship .8 with GFLW support but not the multiwindow part yet. That way we can split this rather big PR into two steps. And are presented with fewer problems with the next release.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,90,2012-08-08 11:41:24,1.53,,,1,"b""b' @arturoc If I understand you correctly you sssuggest to always have one renderer per window? Is there also a way to still share the contexts for eg images ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,91,2012-08-08 11:41:24,153.22,,1,,"b""b' yes"," any object that is shareable will still be if we have 1 renderer per window since the context is still shared. The only difference is that setting a renderer per window creates the default shaders for each window.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,92,2012-08-08 11:41:24,254.82,,,1,"b""b' In light of the upcoming bugfixing drive towards 0.8 this weekend"," could we get an update on the status of this PR? Will we be able to  this soon?Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,93,2012-08-08 11:41:24,1169.07,,1,,"b'b"" @bilderbuchi This branch is not going to be merged since it is obsolete with @arturoc\'s branch. Should I delete the PR? Will this preserve the discussion in this thread?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,94,2012-08-08 11:41:24,41.75,,,1,"b'b"" I\'ll just close it"," discussion will be preserved. :-)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,closed,2013-07-03 14:34:51,181.55,7,55,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1470,closed,-,-,-,7,55,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,opened,2012-08-09 18:45:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,title,2012-08-09 18:45:45,00:00,,1,,"b""b' ofDrawBitmapString renders incorrectly in an ofFbo '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,body,2012-08-09 18:45:45,00:00,,,1,"b""b' On the current dev branch", ofDrawBitmapString works fine in a normal drawing context," but it seems to render upside-down when rendered to an ofFbo. while normal use works fine. A quick test is to drop the following into the in the method: Looks like it needs a little vertical flip.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,1,2012-08-09 18:45:45,5.52,,,1,b'b\' i remember trying to tackle this once with arturo and the conclusion was that to have a real fix, we would have to switch to using a bottom-left coordinate system for OF, or always draw to an FBO so it\\\'s at least consistent :) if there\\\'s something simpler," that is less hacky than ""flip the bitmap string if we\\\'re inside an FBO""", then that would be great!\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,2,2012-08-09 18:45:45,4.23,,,1,"b'b"" Ahh"," the old deal with the devil problem -I\'ll think on it a bit more too and post here if I have any ideas.  Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,3,2012-08-09 18:45:45,8.37,,,1,"b""b' I wonder if you do the opposite of line 75 in this commit does that fix it?url  kyle and I are waging a secret ofDrawBitmapString mode war :) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,4,2012-08-09 18:45:45,19.17,,1,,"b""b' Yeah -if I use OF_BITMAPMODE_SIMPLE it works when rendering normally or to an fbo.  So"," without knowing the backstory of the mode war perhaps default style should be?  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,5,2012-08-09 18:45:45,3.45,,1,,"b""b' Also works when rendering fbos to other fbos"," etc.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,6,2012-08-09 18:45:45,41.57,,,1,"b'b"" hah hah... it\'s a very short story:ofDrawBitmapString used to work by writing pixels directly to the screen. this means it would work in 3d.@elliotwoods rewrote it to handle different kinds of drawing situations by changing drawBitmapMode@ofTheo discovered that OF_BITMAPMODE_MODEL_BILLBOARD is not opengles compatible", so he switched it to OF_BITMAPMODE_SIMPLEthis broke backwards compatibility, when rendering text in 3d (see #520) so i switched it back, with a fix explicitly for opengles but apparently now it\'s broken for FBOs," which i didn\'t know... i\'m actually not sure what to say at this point!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,7,2012-08-09 18:45:45,31.63,,1,,b'b\' Ok," so a ""hacky"" (but very small change) would be at line 1150 url  replace it with  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,closed,2012-08-25 15:58:53,1273.13,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,reopened,2012-09-06 06:58:00,899.12,0,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,8,2012-08-09 18:45:45,438.45,,1,,"b'b"" I\'m having exactly this problem. Does anyone have a workaround that\'s current? (No matter how hacky)?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,9,2012-08-09 18:45:45,488.43,1,,,"b'b"" Ok... yep... draw the FBO into another FBO. It\'s ugly but it works.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,10,2012-08-09 18:45:45,666.55,,1,,"b""b' are you in 0.8.4 or latest master?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,1474,open,11,2012-08-09 18:45:45,1008.87,,1,,b'b\' 0.8.4On Jun 15, 2015 3:46 AM,"arturo"" notifications@ wrote:\''
openFrameworks	1474	open	-	-	-	-	1	7	5
openFrameworks	1508	open	opened	jesusgollonet	2012-08-23 18:11:43
openFrameworks	1508	open	title	jesusgollonet	2012-08-23 18:11:43	00:00		+1		b""b' ofFbo::checkGLSupport() returns true but maxSamples = -1 so it crashes on windows'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
