REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,
django,4122,closed,20,2015-02-13 04:21:21,1145.82,,1,,"b'b"" Ok", I\'ve reviewed the thread. Let me check these conclusions for sanity:1. SQLite\'s docs recommend our current approach (using a table), plus ensuring that FK constraints are off.2. This approach causes problems for us, because a model with set to the table can escape and be referenced later (I\'m still not quite clear on  this happens, and why that leakage alone can\'t just be fixed).3. Changing our approach to use an table instead (still with FK constraints off) fixes the problem in (2), and otherwise works fine. That\'s what this PR does.4. Regardless, we want FK constraints off for this process. That is the default in SQLite, which we currently rely on. This PR also enforces that so we are no longer relying on SQLite\'s default, which may change. This change is basically orthogonal to the other change in this PR. It seems to me that (4) is uncontroversial. (3) makes me a bit nervous because it means we are no longer following the process that SQLite recommends. And I still don\'t have a clear enough understanding of why the change is necessary in the first place," or what alternatives there might be to fix the problem in (2).""'",,,,,,,,
django,4122,closed,21,2015-02-13 04:21:21,2.28,,,1,"b""b' Presuming this is good to go", I think it should be squashed down to two commits (one for the change to the table alteration process, and one for enforcing FK constraints off), and we need to get a clean test run (right now it looks like we have the other three checks," but no test run).'""",,,,,,,,,,,,,
django,4122,closed,22,2015-02-13 04:21:21,137.43,,1,,"b'b"" Thanks Carl. Your conclusions are correct but with a clarification on point (2): the existing behaviour causes problems ONLY with my lazy operations refactor patch #4130 applied. I will have to remind myself of the exact mechanism", but the actual problem boils down to this:Django dynamically creates a temporary model that it uses to generate the DDL for the table.before #4130, any self-referential related fields on the temporary model actually refer to the original model (and to the original table name, in the DDL).after #4130, those FKs-to-self refer (correctly?) to the temporary . When a table is renamed with FK constraints enabled, any FKs to the same table are also updated. With FK constraints disabled, that doesn\'t happen. So after #4130, FKs-to-self end up pointing to a non-existent table after it\'s renamed. I hope that makes sense. I think there is a way to fix this while retaining the existing procedure: add an optional argument to the schema editor\'s  , and use it only for the table\'s name," not for its FK references. I\'ve emailed sqlite-users to to see if anybody can see any problems with changing the procedure.""'",,,,,,,,
django,4122,closed,23,2015-02-13 04:21:21,8.18,,,1,"b""b' Thanks for the additional detail", Alex! I think I have a grasp now of why this is needed. The alternative (of changing  ) seems less clean than ensuring that we never create a model with a bogus table name. Unless somebody can come up with a specific reason why this new procedure is problematic," I think we should go ahead with it (pending a clean test run).'""",,,,,,,,,,,,,,,
django,4122,closed,24,2015-02-13 04:21:21,8.45,,1,,"b'b"" I never really used sqlite3 before", and I\'m not sure I completely understand the situation, but my guess would be that the _new method would mean slightly less downtime and more consistency because all of the rows are present and readable while the data is being copied from the original table to the new table. Also, if something goes wrong when creating the new table," the old table hasn\'t been touched yet.""'",,,,,,,,,,,,,
django,4122,closed,25,2015-02-13 04:21:21,17.17,1,,,"b'b"" @collinanderson I think your understanding is correct. This all happens within a transaction so consistency at least shouldn\'t be an issue. Availability I\'m not sure. I know SQLite delays writes for as long as possible and that its locks are very coarse-grained", which makes me suspect there wouldn\'t be much difference," but I could be completely wrong about that.""'",,,,,,,,,,,,,,,
django,4122,closed,26,2015-02-13 04:21:21,11.15,,1,,"b""b' Have squashed into two commits and rebased against current master.'""",,,,,,,,,,,,,,,,,
django,4122,closed,27,2015-02-13 04:21:21,425.3,,1,,"b'b"" @collinanderson I\'ve just tested the availability side of things very informally with sessions open in two terminals", and I observed the same behaviour using both procedures. If you rename a table inside a transaction, other processes can still access the data under the old table name until the happens. At that point, if the data is small enough to fit in sqlite\'s cache, other processed can still access the data right up until  / . If the data has to be put on disk," the database is locked for reads and writes from that point until the end of the transaction.""'",,,,,,,,,,,,
django,4122,closed,28,2015-02-13 04:21:21,598.63,,1,,"b""b' buildbot"," add to whitelist.'""",,,,,,,,,,,,,,,,
django,4122,closed,29,2015-02-13 04:21:21,528.17,,1,,"b'b"" Here\'s the gist of the issue as I understand it. 1) Table structure changes should occur with integrity constraints turned off. SQLite\'s docs most likely recommend this so that constraints from other tables to the table being altered remain unchanged throughout the process. This may not be required in Django because it takes care of updating constraints. Conversely we may be able to simplify Django in this area", that is, remove the code @MarkusH linked to. EDIT: this is required, Django doesn\'t update constraints, that code deals with something else, it cannot be removed. 2) As a consequence, self-referential constraints won\'t be updated when a table is renamed. 3) Django should rename the old table to tablename_old and create the new table with the target tablename. Corruption of the old table doesn\'t matter because it will be dropped. Some concerns have been expressed about running such a migration while inserting data in the table. Touching the old table first isn\'t an issue. If the migration\'s transaction ends up with a rollback, the previous state will be restored. Data loss is impossible because transactions are always serializable on SQLite. Concurrent reads may occur while the migation\'s transaction is in progress \\xe2\\x80\\x94 SQLite is fairly optimized for concurrency within the constraints of its model \\xe2\\x80\\x94 but concurrent writes will wait until the transaction is complete. In all cases," I don\'t think the order in which operations are performed makes a difference. (SQLite isn\'t a very good option for high availability anyway.)""'",,,,,,,,,
django,4122,closed,30,2015-02-13 04:21:21,13.68,1,,,"b'b"" Please have a look at my comments on the implementation of the first commit. Otherwise I\'m OK with merging this. Thanks for working on this and sorry for taking so long to review your patch.""'",,,,,,,,,,,,,,,,,
django,4122,closed,31,2015-02-13 04:21:21,458.73,1,,,"b'b"" The patch now accounts for spatialite", which had not been on my radar at at all until seeing the failed test. Previously, I had chosen to just execute the delete and rename SQL manually rather than calling and methods. I thought it made the method easier to understand and possibly safer, given that we\'re not _actually_ altering or deleting any Django models from a migrations point of view \\xe2\\x80\\x93\\xc2\\xa0 we\'re just fiddling with the database tables temporarily. However, spatialite\'s schema editor relies on and methods to correctly handle its columns and indexes so I\'ve reverted to using them. Unfortunately this means we need to modify  , which breaks things horribly if not reversed by the end of the method. I\'ve used a context manager to make this explicit and hard to mess up. The alternative is to add an optional argument to which would override the the passed-in model\'s table name. This seems weird, but has precedent in  ," whose arguments are a model and two arbitrary table names.""'",,,,,,,,,,
django,4122,closed,32,2015-02-13 04:21:21,23.88,,1,,"b""b' The remaining failure was a git error"," not a failing test.'""",,,,,,,,,,,,,,,,
django,4122,closed,33,2015-02-13 04:21:21,145.77,,1,,"b'b"" Can you just squash the 3rd commit into the 1st one and rebase on top of master? Then I\'ll merge this.""'",,,,,,,,,,,,,,,,,
django,4122,closed,34,2015-02-13 04:21:21,19.95,,1,,"b""b' Done.'""",,,,,,,,,,,,,,,,,
django,4122,closed,35,2015-02-13 04:21:21,15.15,,,1,"b'b"" The MySQL build error is sticky but unrelated to this code. It\'s happening because I rebased and  d this branch while a build was running: [JENKINS-22537]url  Should be fine to merge.""'",,,,,,,,,,,,,,,,,
django,4122,closed,36,2015-02-13 04:21:21,11.15,,1,,"b""b' Merged. I also added you to AUTHORS.'""",,,,,,,,,,,,,,,,,
django,4122,closed,37,2015-02-13 04:21:21,8.33,,,1,"b""b' Good stuff. Thanks so much for your help with this!'""",,,,,,,,,,,,,,,,,
django,4122,closed,closed,2015-03-21 09:40:43,28.05,4,24,11,,,,,,,,,,,,,,,,,,
django,4122,closed,-,-,-,4,24,11,,,,,,,,,,,,,,,,,,
django,4130,closed,opened,2015-02-14 04:04:42,,,,,,,,,,,,,,,,,,,,,,
django,4130,closed,title,2015-02-14 04:04:42,00:00,,1,,"b""b' Fixed #24215 -Refactor of lazy model operations'""",,,,,,,,,,,,,,,,,
django,4130,closed,body,2015-02-14 04:04:42,00:00,,1,,"b'b"" See #3984 for history \\xe2\\x80\\x93\\xc2\\xa0this is a new pull request based on master instead of . I\'ve bumped the deprecation warning for to  "," and documented the deprecation. I\'ve also consolidated the commits into a smaller number of logical chunks. CC @timgraham @carljm @charettes @akaariai""'",,,,,,,,,,,,,,,,
django,4130,closed,1,2015-02-14 04:04:42,288.12,,1,,"b'b\' Updated with feedback from @aaugustin and @MarkusH. Notably:make_model_label is gone (we shouldn\\\'t need to go back to an ""app_"" string often)now only takes tuples", not model instances or string labels. still works with all forms.\'',,,,,,,,,,,,,,,,
django,4130,closed,2,2015-02-14 04:04:42,379.73,,1,,"b""b' See #4122 for details of the failing test.'""",,,,,,,,,,,,,,,,,
django,4130,closed,3,2015-02-14 04:04:42,188.28,,1,,"b""b' So this should be ready to go once #4122 is resolved to fix the failing test?'""",,,,,,,,,,,,,,,,,
django,4130,closed,4,2015-02-14 04:04:42,224.58,,,1,"b'b"" @carljm yes"," provided everyone\'s happy with the latest API changes.""'",,,,,,,,,,,,,,,,
django,4130,closed,5,2015-02-14 04:04:42,18.68,,,1,"b""b' I like the latest API changes"," and am happy with the state of this whenever the tests are passing.'""",,,,,,,,,,,,,,,,
django,4130,closed,6,2015-02-14 04:04:42,1402.15,1,,,"b'b"" I\'m done commenting the changes to the app registry. The final implementation looks clean and consistent which is extremely important in this area. I read the rest of the patch and didn\'t spot anything suspicious but I\'m a bit out of my depth there.""'",,,,,,,,,,,,,,,,,
django,4130,closed,7,2015-02-14 04:04:42,502.38,,1,,"b'b"" I realised the tests Simon wrote no longer test the right thing after all my changes"," so I\'ve rewritten them and added a test to to verify  .""'",,,,,,,,,,,,,,,,
django,4130,closed,8,2015-02-14 04:04:42,19.4,,,1,"b""b' Ok"," this is now just waiting for #4122 to be approved. Thanks for your help everyone!'""",,,,,,,,,,,,,,,,
django,4130,closed,9,2015-02-14 04:04:42,485.55,,,1,"b'b"" I\'ve just rebased against current master to fix some merge conflicts"," and rewritten the commit history to get rid of the junk: url  I\'m keen to get this in so it doesn\'t stagnate further \\xe2\\x80\\x93\\xc2\\xa0if there\'s anything more I can do to help the process along please let me know!""'",,,,,,,,,,,,,,,,
django,4130,closed,10,2015-02-14 04:04:42,349.45,,1,,"b""b' Jenkins says that the tests fail on SQLite. Can you have a look?'""",,,,,,,,,,,,,,,,,
django,4130,closed,11,2015-02-14 04:04:42,206.83,,,1,"b""b' @aaugustin the failures under SQLite are fixed by #4122"," which I think is good to go as well.'""",,,,,,,,,,,,,,,,
django,4130,closed,12,2015-02-14 04:04:42,134.17,,1,,"b""b' The squashed and rebased changes can be viewed in my [lazy_ops_rebase branch]url  up-to-date as of today. Should I squash the commits in this pull request or open a new one? Secondly", for all tests to pass this depends on #4122," which has been approved in theory but needs final review. Paging @akaariai and @carljm having expressed some interest in getting this committed :)'""",,,,,,,,,,,,,,,
django,4130,closed,13,2015-02-14 04:04:42,661.63,,1,,"b'b"" Let\'s wait for url  to merge first as that is a large patch and has some conflicts with this. I think that will happen in a few days.""'",,,,,,,,,,,,,,,,,
django,4130,closed,14,2015-02-14 04:04:42,171.33,,,1,"b'b"" Thanks for your feedback Tim. I\'ve followed your suggestions. Don\'t mind waiting. Anssi mentioned that merging this patch could make his work on the rel stuff easier \\xe2\\x80\\x93 is that still the case @akaariai?""'",,,,,,,,,,,,,,,,,
django,4130,closed,15,2015-02-14 04:04:42,1141.92,,1,,"b""b' This will likely make composite fields and  refactor easier later on.'""",,,,,,,,,,,,,,,,,
django,4130,closed,16,2015-02-14 04:04:42,179.42,,1,,"b""b' Alright"," no need to merge this before #4241 then.'""",,,,,,,,,,,,,,,,
django,4130,closed,17,2015-02-14 04:04:42,1108.73,,1,,"b'b"" Jenkins really doesn\'t seem to like some of these  d commits. The build is failing on most configurations. I\'ll try closing and re-opening to re-trigger a build.""'",,,,,,,,,,,,,,,,,
django,4130,closed,closed,2015-03-25 08:27:04,262.37,1,12,6,,,,,,,,,,,,,,,,,,
django,4130,closed,reopened,2015-03-25 08:33:47,6.72,1,12,6,,,,,,,,,,,,,,,,,,
django,4130,closed,18,2015-02-14 04:04:42,263.22,,,1,"b'b"" OK @timgraham"," I\'ve rebased on top of master now that #4241 is in. There are a couple of those git errors in Jenkins but all tests are passing \\xe2\\x80\\x93 I think this is good to go.""'",,,,,,,,,,,,,,,,
django,4130,closed,19,2015-02-14 04:04:42,5.07,,1,,"b'b"" This seems like it\'s broken into more commits than needed. Also"," none of them reference the ticket.""'",,,,,,,,,,,,,,,,
django,4130,closed,20,2015-02-14 04:04:42,25.68,,1,,"b'b"" Ok"," I\'ve put the bulk of this into a single commit referring to the ticket.""'",,,,,,,,,,,,,,,,
django,4130,closed,21,2015-02-14 04:04:42,448.17,,,1,"b""b' merged in 720ff740e70e649a97fcf0232fec132569a52c7e and 7a75ed1a4fdf043064f0cce393bb93b698794978"," thanks.'""",,,,,,,,,,,,,,,,
django,4130,closed,closed,2015-03-25 20:49:12,735.42,1,14,8,,,,,,,,,,,,,,,,,,
django,4130,closed,22,2015-02-14 04:04:42,316.95,,,1,"b""b' Great! Thanks Tim and everyone else who took to the time to review this and offer feedback: @charettes", @MarkusH, @akaariai and particularly @carljm and @aaugustin. The patch that got committed is much," much nicer than what I initially proposed thanks to all of you.'""",,,,,,,,,,,,,,
django,4130,closed,-,-,-,1,14,9,,,,,,,,,,,,,,,,,,
django,4191,closed,opened,2015-02-23 01:12:47,,,,,,,,,,,,,,,,,,,,,,
django,4191,closed,title,2015-02-23 01:12:47,00:00,,1,,"b""b' [1.7.x] Fixed 24352 -Coercing ManyRelatedManager to string raises StopIteracion exception. '""",,,,,,,,,,,,,,,,,
django,4191,closed,body,2015-02-23 01:12:47,00:00,,1,,"b""b' Fixed Coercing ManyRelatedManager to string raises Stopteration exception'""",,,,,,,,,,,,,,,,,
django,4191,closed,1,2015-02-23 01:12:47,5.35,,1,,"b""b' Is isort failed error related to my change?'""",,,,,,,,,,,,,,,,,
django,4191,closed,2,2015-02-23 01:12:47,773.8,,,1,"b""b' Please open a new pull request against master as Simon indicated on the ticket"," thanks.'""",,,,,,,,,,,,,,,,
django,4191,closed,closed,2015-02-23 14:11:56,779.15,0,3,1,,,,,,,,,,,,,,,,,,
django,4191,closed,3,2015-02-23 01:12:47,263.15,,,1,"b""b' Reopening as the bug only affects 1.7. Please update the test per my comments and add a mention in the 1.7.6 release notes"," thanks.'""",,,,,,,,,,,,,,,,
django,4191,closed,reopened,2015-02-25 18:35:05,263.15,0,3,2,,,,,,,,,,,,,,,,,,
django,4191,closed,4,2015-02-23 01:12:47,205.75,,1,,"b""b' Should I do the PR against branch?'""",,,,,,,,,,,,,,,,,
django,4191,closed,5,2015-02-23 01:12:47,899.8,,1,,"b""b' buildbot"," test this please.'""",,,,,,,,,,,,,,,,
django,4191,closed,6,2015-02-23 01:12:47,185.2,,,1,"b""b' merged in 0831a43c3afc3f93b8ed0c58630836e38248be12"," thanks.'""",,,,,,,,,,,,,,,,
django,4191,closed,closed,2015-02-26 16:05:50,1290.75,0,5,3,,,,,,,,,,,,,,,,,,
django,4191,closed,-,-,-,0,5,3,,,,,,,,,,,,,,,,,,
django,4345,closed,opened,2015-03-17 15:18:29,,,,,,,,,,,,,,,,,,,,,,
