REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,opened,2011-09-17 18:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,title,2011-09-17 18:55:48,00:00,,1,,"b""b' some way to subscribe to changes to keys'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,body,2011-09-17 18:55:48,00:00,1,,,"b""b' Hi", I apologize if this feature already exists, but I would like to request having a way to snoop changes to keys.  So a user would subscribe to a key, for example key foo. When anybody else performs a set command on foo, all subscribers get the new value of foo.  Please let me know if this is possible, this would be a killer feature for users like me.  Best," Matt'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,1,2011-09-17 18:55:48,1283.7,,1,,b'b\' Hello, this is something we want to implement, even if I never thought that the system would publish the new value of the key, but the operation performed on the key instead. To quote what I wrote about that in the mailing list recently.So we should have that new GETEVENTS, and possibly PGETVENTS to subscribe to patterns.This would publish in channels named like .. The published event could be the command name in many cases. For instance if I subscribe, using GETEVENTS," to  I would receive a message with the name of the comment every time  is modified. So if another client does SET foo BAR I\\\'ll receive ""set"". This we I can subscribe to the whole keyspace with PGETEVENTS ops.* Another thing I would implement is expire.\\\\* that will receive a message every time a key expires. So everything in this respect is currently pretty fluid. I want to think about it more", design it in the best way, and later implement it. But we\\\'ll get it soon or later, just it is not the right time to implement it right now as we have very big priorities currently. Cheers,Salvatore\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,1,2014-05-22 07:10:58,631.3,1,,,"b'b"" I can\'t seem to reproduce the crash on a FreeBSD 9.2 system.  The error report shows a segfault", which wouldn\'t be triggered by the watchdog alarm. Can you reproduce the crash?It looks like you\'re running FreeBSD on EC2, so some timeouts and latency could just be intrinsic to your deployment.  You can run (runs for 30 seconds) to get a sense of what the OS is doing to processes on your system.  You can also test network latency to your server with  .  It\'s best to run from your client machines and not the server (though," you can run it on your server too and compare the latency introduced by your network).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,2,2014-05-22 07:10:58,7.2,1,,,"b""b' We didn t compiled with debug symbols so afaik this core file is useless"," right? We are running this server not on EC2. We are running it on our own physical hardware. No vm. We did a latency check today (2014-05-22 ~9am). Here are the results: Intrinsic-latency on the redis server machine: Latency from a client machine: During watchdog execution the server was in production and under load (~ 140 connected clients).Maybe this can be the issue?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,3,2014-05-22 07:10:58,5.85,,1,,"b'b"" Oh"," that does help.  Now it crashes for me too.  I\'ll reproduce it under a debugger and let you know what I find.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,4,2014-05-22 07:10:58,4.37,,1,,"b""b' I tried to reproduce this with a MacOSX notebook (no load"," no big database) and was not successful.What does the trick to make it crash? If i can help to try to reproduce (on a freebsd vm and not in production) just ping me :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,5,2014-05-22 07:10:58,164.8,,,1,b'b\' So, the behavior is somewhat random, but reproducible given enough tries. I first reproduced it (on FreeBSD only) with in one terminal (all default options), then setting  , then running  .  The server died with a segfault within two minutes (sometimes it doesn\\\'t fail though, or it takes much longer). The segfault could also be triggered (sometimes) by manually running  against the server while the long runs (still with the watchdog timer enabled). Looking closer, all the watchdog does is deliver a when a timeout happens.  So, we can set then send a ourselves to print the watchdog timer output with  .  That works great.  We can even loop it:  .  When we do that, dies pretty quickly.  A backtrace shows we blow out our stack with thousands of  .  This happens on FreeBSD, OS X, and Linux. So!  At this point, we see, sometimes, is being delivered while we are already in the signal handler.  That\\\'s bad. The signal handler is being initialized with  .  The option lets the signal handler be interrupted by the same signal currently being handled, letting us end up with an infinite stack of signal handlers until the kernel segfaults us. Removing from the watchdog options makes _not_ die when confronted with a loop. Since testing for the original situation isn\\\'t entirely reliable," I haven\\\'t been able to compare many ""this crashes"" vs ""this fixes it"" runs.  Feel free to try some different configurations on your own systems and report back.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,6,2014-05-22 07:10:58,6.07,,,1,"b""b' Thanks for your work @mattsta!I will try to setup your fork and reproduce this on a macbook or a freebsd system.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,7,2014-05-22 07:10:58,53.43,,,1,"b'b"" Excellent investigation", thanks. This is not the first crash report using the software watchdog," but it was never with enough context to reproduce like this one. It\'s great that we are going to have a more solid software watchdog implementation...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,8,2014-05-22 07:10:58,613.18,,1,,"b""b' Thanks for everyone.Sadly i can'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,9,2014-05-22 07:10:58,405.8,,1,,"b'b"" Hello"," Sure I\'ll merge the fix. I\'ll try to reproduce it on my local systems btw.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,10,2014-05-22 07:10:58,0.45,,1,,"b""b' p.s. it will be merged both into 2.8.10 and 3.0 of course.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,11,2014-05-22 07:10:58,14.13,,1,,"b'b"" It\'s possible the case of crashing with watchdog+saving only happens on FreeBSD due to how different kernels handle signals.  Linux and OS X could be handling signals in a less error-prone way to avoid the problem completely.  Each OS still fails the \'while true send SIGALRM\' trick though.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,12,2014-05-22 07:10:58,1.53,,1,,"b""b' @mattsta we definitely saw this happening on Linux multiple times"," it is just hard to trigger...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,13,2014-05-22 07:10:58,2.87,,1,,"b'b"" Btw", focusing on this issue to try to understand better what happens and what you did. When I\'ve some news I\'ll write it down," anyway your fix seems the right thing to do regardless of the findings. I\'m just curious if this fix is related to the previous crashes we saw.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,14,2014-05-22 07:10:58,3.28,,1,,"b""b' Ok", @mattsta I see that you actually _reproduced_ the problem without using the SIGALRM flood," so... you did your tests on FreeBSD directly?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,15,2014-05-22 07:10:58,2.13,,1,,"b""b' @mattsta btw your SIGALRM loop brings back very old memories... url  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,16,2014-05-22 07:10:58,26.13,,,1,"b'b\' I tested on the ""FreeBSD 9.2 i386"" image from url  by first [updating ports]url  then installing redis from ports (which includes their FreeBSD specific patches allowing backtraces and", optionally, automatically replacing Lua with LuaJIT!). Nice 16 year old similar issue too!\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,17,2014-05-22 07:10:58,9.38,,1,,"b'b"" @mattsta I\'m stressing the hell out of my Linux box with HZ=1000 and a watchdog timer of 4 ms", benchmark active, plus a redis-cli -r -1 BGSAVE. No way to trigger a crash. Btw this could be explained by the following Linux kernel characteristic (from setitimer man page): Probably it is actually hard on Linux to get two signals delivered at the same time by only using the interface. However, if after the fix you can no longer trigger the issue on FreeBSD, this is a big hint about likely the bug being now fixed. I can see only another more general cause here, but this would be not hard to spot, while we can\'t see the problem actually... which is," a bad interaction with an interrupted syscall not handled in the Redis code. So I\'m quite confident you found the real issue. Now grepping for the past related issues.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,18,2014-05-22 07:10:58,3.63,,,1,"b""b' Ok an interesting fact. If you look at #1023", the bug output is exactly the same (the watchdog timer fires, it tries to generate the backtrace, fails probably because of the nested call, segfaults, tries again to generate the trace," and dies silently). Another hint about this being the same issue that @mattsta discovered.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,closed,2014-05-26 15:53:32,522.57,2,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,19,2014-05-22 07:10:58,7.27,,1,,"b'b"" @mattsta fix merged into all the branches. I\'ll release 2.8.10 in the next days with this fix.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,20,2014-05-22 07:10:58,0.52,,1,,"b""b' Reopening to wait for feedbacks from @andygrunwald '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,reopened,2014-05-26 15:54:18,0.77,2,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,21,2014-05-22 07:10:58,10.95,,1,,"b""b' We will try it on a FreeBSD as well.I try to do this tomorrow or Wednesday.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,22,2014-05-22 07:10:58,8.63,,,1,"b""b' Thanks Andy'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,23,2014-05-22 07:10:58,1.1,,1,,"b""b' Current status: Compiling redis...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,24,2014-05-22 07:10:58,19.22,,,1,"b""b' Okay. I can reproduce this problem very easy on a FreeBSD system:  Install redis from ports and atart redis  During the benchmark:  Redis chrash Now i installed the current 2.8 branch:Deinstall redis    Start redis  Same Watchdog + Benchmark + Debug commands as above... aaaaand redis does not crash anymore: Logfile Thanks for fixing!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,closed,2014-05-26 16:34:13,39.92,2,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,25,2014-05-22 07:10:58,8.53,,1,,"b'b"" Note: compiling on FreeBSD outside of the ports tree _disables_ backtrace support"," which could be contributing to the problem.  It\'s best to compile with the patches from ports tree applied for full behavior.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,26,2014-05-22 07:10:58,10.6,,,1,"b""b' @mattsta you are right. Thanks for this information.Should i repeat it again or is my testing with your note enough for this fix?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,27,2014-05-22 07:10:58,18.83,,1,,"b""b' The fix is tiny (just delete  : url To get it running from the ports tree:edit that one line in your  downloadrun the port again (or build and test locally in the src/ dir)re-test That should cover everything.  :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,28,2014-05-22 07:10:58,24.8,,,1,"b""b' Okay. Then i would just skip the new test.Thanks for everyone to track this issue down!Now we can debug more things to improve the redis infrastructure :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1771,closed,-,-,-,2,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,opened,2014-08-15 21:03:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,title,2014-08-15 21:03:16,00:00,,1,,"b""b' Store the length of the static argv when first allocated.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,body,2014-08-15 21:03:16,00:00,,,1,b'b\' This fixes a bug introduced by this commit: 8237d88 The length of the static argv is not stored when it is first created; only when extended. On the first occasion this is relatively harmless (since the initialised length was 0)," but on any subsequent ""first"" allocation eg after having been cleared here: url  then a new allocated argv implicitly inherits the length of the last freed one. Where the new argv is smaller than the last freed one", and then later reused without extension at any length greater than its actual length, memory is overwritten. This fixes issue #1939. See also related issue #1943.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,1,2014-08-15 21:03:16,122.6,,1,,"b""b' Is there a simple test case to add as a regression test?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,2,2014-08-15 21:03:16,318.05,,1,,"b""b' It was crashing in my application but I will try to create a standalone example.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,3,2014-08-15 21:03:16,1033.83,1,,,"b'b"" The following sequence of calls triggers the error condition: Calling this sequence in  a loop invariably triggers a hard crash for me. I\'ve added a commit to this PR that includes this as a regression test.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,4,2014-08-15 21:03:16,18.68,,,1,"b""b' Great. I can confirm that the test crashes the server without this patch and works fine with it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,5,2014-08-15 21:03:16,645.72,,,1,"b'b"" Thanks! Merged. I\'ll release 2.8.14 ASAP", I was planning to delay it since it contains many new small changes after merging a big PR," but it is better to fix known bugs like this instead.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,closed,2014-09-01 08:42:09,698.88,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,6,2014-08-15 21:03:16,6.82,,1,,"b""b' p.s. what about simplifying the code like that?  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,reopened,2014-09-01 08:49:29,7.33,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,7,2014-08-15 21:03:16,1.05,,1,,"b""b' Reopened in order to discuss the possible code change that simplifies the two if branches into one"," however the fix and the regression test are already merged.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,8,2014-08-15 21:03:16,4.1,,1,,"b""b' without having tested it"," lgtm'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,9,2014-08-15 21:03:16,29.48,,1,,"b'b"" I\'ve tested this change and it works. Commit is here for reference: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,10,2014-08-15 21:03:16,263.2,,,1,"b""b' Thanks! Change committed. Closing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,closed,2014-09-10 13:46:50,297.35,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1945,closed,-,-,-,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,opened,2014-08-29 12:45:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,title,2014-08-29 12:45:26,00:00,1,,,"b""b' () round-robin balancing messages between subscribers'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,body,2014-08-29 12:45:26,00:00,,1,,"b""b' HelloIt would be really useful to have bsubscribe'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,1,2014-08-29 12:45:26,1339.37,,,1,"b""b' +1 It is the great idea! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,2,2014-08-29 12:45:26,308.8,1,,,b'b\' There\\\'s two answers here: it could be added to standalone Redis fairly easily (rotate the subscriber list and only deliver once), but because we have Cluster support, it\\\'s very difficult to add correctly. [this is a long think post.  if you\\\'re short on time, there\\\'s not an actual answer below.] When people say round-robin, what they mean is: single-delivery of a message across rotating clients.  (As compared with actual pubsub which is: broadcasting a message to every listening client.) When dealing with Redis Cluster, single-delivery PUBLISH is difficult because Redis Cluster doesn\\\'t maintain a global view of anything client related.  Each individual Redis Cluster server has a private list of clients and current [P]SUBSCRIBE\\\'d channels. Right now Redis Cluster broadcasts every PUBLISH to _every other_ cluster node, and every cluster node sends that PUBLISH to _all_ connected clients.  There\\\'s no way for the nodes to coordinate single-delivery with the current implementation. What would it look like if we tried to add single-delivery across cluster nodes?  We would have to maintain a shared global view of active [P]SUBSCRIBE\\\'d channels across all Redis Cluster servers.  Then, on single-delivery PUBLISH, the server receiving the PUBLISH would select _one_ cluster node to forward the single-delivery PUBLISH to (or it could pick itself).  Now, since this is an async distributed system, if the receiving cluster node doesn\\\'t have any subscribed clients anymore, the receiving cluster node can look up another target server in its channel->server map (or just drop the message if there aren\\\'t any remaining active channels). Part of this work may be done eventually (having Cluster become aware of global [P]SUBSCRIBE\\\'d channels improves targeted PUBLISH sending instead of sending global floods)," but the single-delivery PUBLISH (which would have to be a new command) may not happen.  Also: it wouldn\\\'t be verifiably round-robin since you\\\'ve got a level of servers then a level of clients behind those servers and each server would maintain a potentially different view of all channel->server mappings.  It would be something like ""balanced random."" But", ignoring cluster mode, there _could_ be a new single-delivery PUBLISH command for regular  Redis added fairly easily. Even with everything above, there\\\'s still one more caveat: Redis has SUBSCRIBE and PSUBSCRIBE.  There are two separate lists for subscribed direct channels (SUBSCRIBE) and subscribed pattern channels (PSUBSCRIBE).  Imagine  you have Client A SUBSCRIBE to directly (non-pattern) and Client B PSUBSCRIBE to  .  Under current behavior, if you PUBLISH to  , then both Client A and Client B will receive the message, because all PUBLISH channel names get evaluated as both a direct name then as a pattern name. For single-delivery PUBLISH to  , would we match on the _direct_ channel name or the _pattern_ channel name first?  Which ever one we pick first will stop the other client from matching.  So, maybe we\\\'d also have to alternate the order of matching direct channel names or pattern channel names.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,3,2014-08-29 12:45:26,107.77,,,1,"b""b' Thanks for the detailed answer. I use redis-cluster and now I understand that implement similar functionality for the cluster will be difficult. Nevertheless"," it would be great to have this functionality using a single instance redis server'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,closed,2014-09-02 18:01:22,315.93,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,reopened,2014-09-02 18:34:27,33.08,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,4,2014-08-29 12:45:26,88.77,1,,,"b'b"" Pardon me for bringing this up again", but there is no need for sharing the private client list. The cluster nodes could, for example, inform the amount (weight) of clients connected/[P]SUBSCRIBE\'d, which would weight on the balance for the distribution. Exemple: Cluster node A has 3 clients [P]SUBSCRIBE\'d and cluster node B has 2. Each client on node A would get 1/5 of the messages while the node B would get 2/5 of the messages. Then, node B would balance again the messages being 1/2 for each client. When the message is PUBLISHed on node B, cluster A would get 3/5 of the messages while B clients get 1/5 each. Clients of node A will, then, get 1/3 of the messages. For clusters of 3+, each node will be aware of every other\'s weight and divide accordingly, but once a message is routed to a secondary node, it may be splitted internally only ignoring the other nodes on the cluster. This would cause, at most," two hops from publish to the single subscriber and stil preserves the architecture.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,5,2014-08-29 12:45:26,1264.87,1,,,b'b\' Hi, I\\\'m using redis as celery\\\'s broker. Celery uses redis\\\'  as event dispatching ( url  ) , duo to this issue," I can\\\'t start multiple ""event handler"" since every handler will receive a event message.  Any alternative solution?  I am thinking about using a lock in redis among those handlers.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,6,2014-08-29 12:45:26,765.55,,1,,"b'b"" Hi", I am implementing a feature which integrating redis published messages to mongodb that i made the project and working perfect on testing environment.  But I\'m concerning about the production environment," that i have 3 master server and they exist 12 slave cluster. if i publish message from them to a channel pattern may i subscribe all messages in one place""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,1974,open,-,-,-,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2093,open,opened,2014-10-23 09:58:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2093,open,title,2014-10-23 09:58:18,00:00,,1,,"b""b' EPOLLRDHUP is not handled in ae_epoll.c'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2093,open,body,2014-10-23 09:58:18,00:00,,1,,"b""b' We found that redis will keep many connections at ESTABLISHED state when the remote client is killed. It may due to the remove closing event is ignored in the server. After checking the source code", we found EPOLLRDHUP signal is not handled, and a similar issue was found in this article before. url  Therefore," we think it may explain this issue and hence we suggest to add the handling EPOLLRDHUP in ae_epoll.c.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2093,open,1,2014-10-23 09:58:18,330.83,,1,,"b'b"" That\'s just what TCP does when nobody has a clean shutdown.  Redis has a client timeout to help protect against connections staying idle for hours when they don\'t actually exist anymore: I\'m not sure EPOLLRDHUP is useful for Redis because", from what I can tell, it\'s only for edge triggered epoll events (which Redis doesn\'t use). A little research shows:nginx [does use EPOLLRDHUP]url  but nginx also uses [edge triggered epoll]url  (and they have a special [immediate-close]url  operation in their loop that Redis doesn\'t have).libuv doesn\'t use EPOLLRDHUP because it doesn\'t use edge triggered epoll.libev doesn\'t use EPOLLRDHUP because it doesn\'t use edge triggered epoll.libevent [does use EPOLLRDHUP]url  but they have a [special way]url  of triggering immediate-close events that the Redis event library doesn\'t do," but they also allow [edge triggered epoll]url  so that\'s probably why they support EPOLLRDHUP. Is there any proof EPOLLRDHUP gets sent when using the default level triggered epoll mode?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,2093,open,2,2014-10-23 09:58:18,1079.42,,,1,"b""b' @rivercheng do you have an easy way to simulate the broken cllient thing that leaves the connection active? This way it will be much simpler to investigate the issue and understand how to fix it. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
