REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17314,closed,21,2015-04-26 16:40:14,221.5,,1,,"b""b' I looked at the logs (including debug level) of the failure in url  Here it is with some comments"," see  :  '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,17314,closed,22,2015-04-26 16:40:14,353.5,1,,,"b""b' One thing I think would be worth trying here is to replace the single message send from the with a retry with a awaitAssert. i.e. this line:  If that works I think we can live with that some initial messages are dropped for this case. We are at-most once after all.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17314,closed,closed,2017-08-08 14:32:01,425.57,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17314,closed,-,-,-,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,opened,2015-05-06 09:33:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,title,2015-05-06 09:33:11,00:00,,1,,"b""b' possible HTTP load problem'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,body,2015-05-06 09:33:11,00:00,,1,,"b""b' reported on twitter by Niko Will (@win1imb)"," reproducer is at url '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,1,2015-05-06 09:33:11,146.23,,1,,"b""b' Hi and thanks for opening this issue. To reproduce the problem it should be enough to run the SearchService class and the corresponding Gatling test. On my machine (Windows 7", 64 Bit," 16GB RAM) around 40% of the requests end up in an error message saying  '""",,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,2,2015-05-06 09:33:11,15.62,,1,,"b""b' Would you mind using the extension directly and specifying a larger value for the backlog parameter? This one defaults to 100 and if connections cannot be accepted quickly enough this will give you the observed result.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,3,2015-05-06 09:33:11,78.8,,1,,"b'b\' @rkuhn that\\\'s also a good reminder to add the missing Java overloads for specifying settings. @win1imb The result of such a load test will very much depend on benchmarking tools and setup. ""10000 concurrent users"" can mean a lot of different things. E.g. if you setup to use 10000 connections", it will try to create all those (persistent HTTP) connections but at the same time it already starts hammering the server with requests. Normally will be able to completely max out server CPU by sending just on 8 connections (or at least as many as CPUs are available) if handling the request is completely CPU-bound which is the usual benchmarking case.  Increasing the number of connections from this point will only mean that connection establishment and request handling will battle for resources which means that timeouts are likely. So, in summary, try to separate testing for performance (How many RPS are possible?) and scalability over connections (What is the performance impact of running requests over more connections?). From what I\\\'ve seen scalability is ok while performance still needs to be improved. /cc @sirthias\'',,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,4,2015-05-06 09:33:11,1020.92,,1,,"b'b"" @rkuhn I had a quick look but I\'m familiar with the internals of akka. If I\'ve understood it correctly", I have to use the (system).bind(....) method, right? The one where I can specify the backlog size as parameter has a lot of other parameters I have no clue about, what to pass here. @jrudolph you\'re right, that\'s why I provided the stress test setup with gatling in my example project, too. As you said, increasing the number of connections will end up in a battle for resources. But if you have to choose a technology, one can cope with that and answer the requests even if not very fast and the other refuses the connections because it\'s not able to manage the battle for resources, which one would you use? In a world with SLAs and zero downtime, answering a request with 150ms (which was the mean of spring boot in my comparison) compared to 40% connection refused, I would choose the first option ;) Don\'t get me wrong, I like akka and actor based programming, especially what it does to handle concurrency and resilience in a very concise way. As I said, possibly the error sits in front of the computer. But at the end of the day," we have to be confident with the technology we use.""'",,,,,,,,,,,,
akka,17395,closed,5,2015-05-06 09:33:11,4.13,,1,,"b""b' BTW", had to change my username," so the code examples are now at url '""",,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,6,2015-05-06 09:33:11,299.18,,1,,"b""b' My plan was to look into this today", but might not be able to," depending on how the traveling goes. I\\xe2\\x80\\x99ll definitely try out your project to see what\\xe2\\x80\\x99s wrong.'""",,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,7,2015-05-06 09:33:11,1225.3,1,,,"b'b\' @n1ko-w1llThis assumes that the problem is related to latency (i.e. the processing pipeline is too long but the server has still some CPU capacity left). If you assume the problem is throughput related (i.e. the server just cannot keep up with work) then the result is not slow responses but a DOS scenario where response times will increase and eventually the server won\\\'t answer any more at all. If the problem is throughput-related then in spirit of reactivity you would actually choose the server that backpressures new connections (e.g. by letting connection attempts timeout and rely on them reconnecting with a backoff strategy) instead of a server which lets itself get overwhelmed with . What I meant before with ""From what I\\\'ve seen scalability is ok while performance still needs to be improved."" is that akka-http may currently be just too slow to run your example but it doesn\\\'t really depend on the number of connections. So", I suspect that all that you are seeing is a consequence of akka-http being too slow. That said, I agree with you that akka-http should be at least in the same ballpark performance-wise as spring. :) Btw. thanks for including the gatling script and sorry that I overlooked it before.\'',,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,8,2015-05-06 09:33:11,13.4,,1,,"b'b"" @jrudolph okay", I agree with that. But I don\'t think akka-http is too slow. If I reduce the number of concurrent users to 1000 in the given test," akka-http is even a bit faster than spring. ""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,9,2015-05-06 09:33:11,27.13,,1,,"b""b' @n1ko-w1ll well", it _is_ slow :) We first want to make it stable with the minimal set of features to be usable," but we will need to optimize after. I hope we get there soon!'""",,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,10,2015-05-06 09:33:11,3.77,,1,,"b""b' @drewhk but still faster than spring ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,11,2015-05-06 09:33:11,9.75,1,,,"b""b' @n1ko-w1ll As @rkuhn suggested Increasing the backlog will then probably help"," but unfortunately it is next to impossible to do it in Java code right now. If you can create a Scala class in your project you could create your own version of where you override the method with a copy that sets the backlog parameter to a higher value: url '""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,12,2015-05-06 09:33:11,9.3,,1,,"b""b' @jrudolph that could be an option. Have to see when I can find time to test it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,13,2015-05-06 09:33:11,4.68,,1,,"b""b' @jrudolph does the io for akka-http plug-able?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,14,2015-05-06 09:33:11,5.1,,1,,"b'b"" @hepin1989 There is a certain kind of plugability that allows you to use the HTTP layers without TCP"," if that\'s what you mean. This mechanism is (will be) used to support HTTPS. You can even use a transport layer that is implemented with other implementations of reactive-streams. The implementation itself depends on akka-stream. What kind of application do you have in mind?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,15,2015-05-06 09:33:11,6.27,,,1,"b'b"" @jrudolph that really what I have in mind.I am thinking how about using url  for ssl and  for tcp but using akka-http for the programming. so all left to do is a reactive-streams around this and then could connect them all together right?that\'s really great!.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,16,2015-05-06 09:33:11,7.63,,,1,b'b\' @hepin1989 in theory, it could work and I\\\'d be interested about the results. From our experience,"just a reactive-streams API around this"" will still be lots of work and optimizing performance while mixing several stacks together will probably be even harder than trying to optimize just the single stack...\''
akka	17395	closed	17	hepin1989	2015-05-06 09:33:11	4.37			+1	b'b"" @jrudolph yes that\'s it is,so currently we are building our game server plus gm around akka and spray.will move on akka-http  first thing is make it up and run,and then optimize.:) thanks for your works.""'
akka	17395	closed	18	rkuhn	2015-05-06 09:33:11	70.58	+1			b""b' Currently it is extremely ugly to set the backlog parameter from Java, but I have hacked it together [here]url  Running this will not succeed unless setting a few kernel parameters: When doing so, the test result is quite different: What we see here is that some requests time out because the server is being overloaded, and we possibly don\\xe2\\x80\\x99t handle all non-nominal processing conditions with perfect grace yet, but it is quite clear that Akka HTTP can handle quite some load already\\xe2\\x80\\x94we will definitely improve, though! Johannes, it might be interesting how only some of the requests get \\xe2\\x80\\x9cstuck\\xe2\\x80\\x9d, there is a clear latency gap between almost everything going nice and fast and some requests seem to starve. I don\\xe2\\x80\\x99t have the Spring comparison data, so it would be great if Niko could comment on these findings.'",,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,19,2015-05-06 09:33:11,24.85,,1,,"b""b' @rkuhn maybe we could add some doc about the server side env setup. like  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,20,2015-05-06 09:33:11,2.0,,,1,"b'b"" Hm", that does not look very impressive yet. I mean, I don\'t know your hardware and mine is quite powerful for a laptop (i7-4800MQ @ 2.70 GHz with 16 GB RAM). The results for spring on my machine are quite similar and my spring application already implements a query parser with parboiled," translates the query to mongo criterias and retrieves the results from MongoDB.  ""'",,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,21,2015-05-06 09:33:11,2.63,1,,,"b'b"" By the way... the application will be deployed on cloudfoundry. I\'m not sure if we can edit these environment variables there somehow :(""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,22,2015-05-06 09:33:11,12.78,,1,,"b""b' @n1ko-w1ll That was what @drewhk was trying to say all along and what we have been very vocal about: you are testing a pre-release version of the first iteration of a new HTTP stack that has not yet been optimized at all. Of course this will not be representative of the performance when it reaches production quality. Concerning the parameters: you cannot possibly have tested successfully with 10000 clients with the MacOS X default limit of 256 open file descriptors per process and 12000 file descriptors in the whole system", independent of which HTTP stack is used, and to my knowledge none of the popular operating system kernels come preconfigured with limits that are suitable for your specific test case. Doing load tests and optimization will always require dedicated configuration of all aspects of the deployment. Another note on my measurement: the point was to show that the refused connections are indeed due to the limited queue of incoming connection requests, I have not tuned the JVM settings at all\\xe2\\x80\\x94in fact I don\\xe2\\x80\\x99t even know how much memory it had available. Finding out how to do these things with Maven goes beyond what time I can spend on this issue today," perhaps you can repeat the measurement with the patched version to get an even comparison.'""",,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,23,2015-05-06 09:33:11,7.45,,1,,"b'b"" I\'m not sure if it makes any difference", but as mentioned in my initial post, I\'m running Windows 7, not MacOS X ;) I know that all of this is not released yet. I just want to point out, that it works out of the box without any adjustments on operating system level or any special configuration with spring boot and I wondered why this is not possible with akka when I initially tried it. It\'s the same for me," I don\'t think I have the time today to test this again. Maybe next week.""'",,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,24,2015-05-06 09:33:11,6.23,,1,,"b""b' Maybe we could make a online chart which show the benchmark for release  akka have websocket and http now","best for microservice and rest facade.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,25,2015-05-06 09:33:11,0.37,,1,,"b""b' From this I conclude that on Windows these kernel settings are not needed"," and all that was required was to switch the higher backlog parameter value in your test case.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,26,2015-05-06 09:33:11,17.52,1,,,"b'b\' @rkuhn I tested your code on Windows and still received the ""Connection refused"" errors :(\''",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,27,2015-05-06 09:33:11,46.07,,,1,"b""b' We\\xe2\\x80\\x99ll have to revisit this when we are in a position to actually perform real benchmarks and performance analyses"," thanks for providing the test case.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,17395,closed,28,2015-05-06 09:33:11,109.4,1,,,"b'b\' Hard to say if there\\\'s really a gap. gatling output shows only Here\\\'s the [tcpdump capture (torrent)]url  of a benchmarking run. If you look at this file and select an HTTP request and open the HTTP section it should show an entry ""Response in Frame""", which contains the frame number of the response. In the right-click-menu you can make this number a column in the frame table. This way you can scroll through the frames to get a feeling of how responses are distributed. From what I\\\'ve seen it looks like this for me:long running requests are only first ones on a connection, latter requests are all handled in less than 2 secondsevery connection has seen at least one response (some connections are half-closed by the client after 60 seconds but the response will still be delivered)i.e. most requests are run over only a small fraction of connections while other connections just hang somewhere in the loop before the first response is sent outit seems during ramp down at the end stalled connections manage to send out at least one responsein the end 56 % of all connections handle only one request," while 50% of all requests is handled by just 15% of all connections Here\\\'s a chart which shows one dot per connection for the number of responses received over the connection versus the first packet of the connection (excel analysis of output of wireshark\\\'s ""Conversation List"")", so the 20 second domain corresponds to the ramp up time: ![requestsperstarttime]url  This would somewhat support the assumption that there\\\'s a battle between resources for initializing connections and handling actual requests. The question remains how exactly the connection establishment work is buried under all the incoming requests (e.g. it could be either unfairness, the task being stuck in some queue, or the work itself is so big, that given the number of other work going on concurrently it just stretches over a too long time to be ever finished under the current total work load).\'',,,,,,,,,,,,,,,,,,,
akka,17395,closed,29,2015-05-06 09:33:11,30.47,1,,,"b'b"" Looking through stack traces I think I know what happens: in we use to handle incoming connections. This means per-connection materialization isn\'t handled in parallel but is linearized", instead, and is as such disadvantaged against other work that makes use of the rest of the thread-pool. We may consider using instead and make the parallelism factor configurable so that you can choose how much of your thread-pool you want to sacrifice to materialization. With the workload of this load test," increasing the number will probably reduce throughput in favor of being able to accept more connections.""'",,,,,,,,,,,,,,,,,,,,,,,
