REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,15,2011-06-01 18:59:44,19.05,,1,,"b""b' reopening and changing the title since this ticket is now repurposed.. anyone -1 on making the GA snippet dependent on Modernizr?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,16,2011-06-01 18:59:44,1.38,,,1,"b'b\' This. But at the very least it would make a good addition to the ""make it better"" wiki.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,17,2011-06-01 18:59:44,15.13,,,1,"b'b"" @SlexAxton i still get the same script when i go to url  vs url  is there something im missing about including the ssl subdomain? with that said", i think @mathiasbynens is right about it being less \'delete friendly\'. if initializr could distiguish and do the right replacement this may still be worth it but for what? im not a pro on the script loading stuff, but it seems like the only benefit of using yepnope to do this versus the [script dom element]url \\xe2\\x98\\x85script-dom-element) technique is that execution order would be preserved. this doesnt seem to matter knowing this should be the very last script, and no use case that i am aware of would want to listen for it to call back. however that raises the question, do we have anything to gain by using () for jQuery followed by  and ? we could get them to all load asynchronously (instead of serially with  berfore ) as they are right now, and still preserve execution order. EDIT: oh," fallback situation requires recursive yepnope. so we could parallelize the loading of  and  using  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,18,2011-06-01 18:59:44,46.45,,1,,"b""b' @aoberoi there is an edge case with IE6 with regard to SSL certificates that can cause a prompt to come upif you dont support IE6 you arent exposed to the edge casebutthe GA team has said they do not officially support SSL use on their regular subdomain so if it breaks its your fault.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,19,2011-06-01 18:59:44,17.38,1,,,"b'b"" @paulirish", okay gotcha. actually theres no point in doing what i said above either if you deploy using the build script. it has gains if you are not," but this would complicate the logic in . i don\'t know how people feel about that. i apologize for making this thread a mess! Just trying to contribute :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,20,2011-06-01 18:59:44,636.28,,1,,"b""b' If yepnope isn\\xe2\\x80\\x99t available", but jQuery is, you could use something like: \\xe2\\x80\\xa6or," for multiple scripts: I feel like all these alternative script loading solutions should go on a wiki page.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,21,2011-06-01 18:59:44,34.7,,1,,"b'b"" I\'ve also used this snippet (no dependencies) url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,closed,2011-08-09 06:03:21,516.18,3,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,22,2011-06-01 18:59:44,1205.2,,1,,"b""b' now using for analytics. ^_^'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,23,2011-06-01 18:59:44,1242.57,,1,,"b""b' ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,542,closed,-,-,-,3,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,opened,2011-06-24 22:40:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,title,2011-06-24 22:40:30,00:00,,1,,"b""b' Unnecessary CSS Rule?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,body,2011-06-24 22:40:30,00:00,,1,,"b""b'   Why is it needed? It adds an unnecessary scroll in chrome when the content does not even exceed the length of the page.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,1,2011-06-24 22:40:30,7.07,,1,,"b'b"" url  and may other sites via url  describe the issue but basically sites jump around horizontally  if the scrollbar conditionally shows.  both when a page  in height but also when going between pages. clients dont like it"," often. that\'d be why maybe we need a comment explaining this one as i\'ve seen people ask a few times.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,2,2011-06-24 22:40:30,4.12,1,,,"b""b' This sounds sooooooo uglyyyyy!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,3,2011-06-24 22:40:30,18.4,,,1,"b""b' @paulirish I vote for keeping the existing brief comment and encouraging people to read the more detailed explanations in the wiki. Perhaps we can include a more visible link to the wiki at the top of the CSS file itself"," or something?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,4,2011-06-24 22:40:30,2.58,,1,,"b""b' necolas"," yes lets do that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,5,2011-06-24 22:40:30,578.85,,,1,"b""b' Further reason for me or us to write up that  wiki. The third party links are useful"," but a consolidated wiki is in order. It would be an excellent place to describe the pros and cons of each ruleset.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,closed,2011-06-25 08:51:32,611.03,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,reopened,2011-06-25 08:51:56,0.4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,6,2011-06-24 22:40:30,401.08,,1,,"b""b' actually i am not sure if the scroll bar should be in by default", because there are more and more html5 site display full screen," and they are not edge case.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,7,2011-06-24 22:40:30,9.28,,1,,"b'b"" Not edge cases", but not a large minority either," and doesn\'t change the fact that IE always shows the scrollbar by default.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,8,2011-06-24 22:40:30,11.32,,1,,"b'b"" I think this should stay. It\'s a really easy to delete it per project basis if you really need to.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,9,2011-06-24 22:40:30,343.53,,,1,"b'b"" Does anyone want to doc this more in the docs wiki? I\'d like to close this ticket soonly"," and it looks like that\'s what\'s holding it up :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,closed,2011-07-12 12:02:37,190.68,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,575,closed,-,-,-,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,opened,2011-07-16 22:24:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,title,2011-07-16 22:24:08,00:00,,1,,"b""b' HTML Compressor does not like php within script tags'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,body,2011-07-16 22:24:08,00:00,,1,,"b""b' It looks like you removed the instructions on compressing (and preserving PHP blocks) files containing PHP", citing that it automatically handles this for you now. However, as far as I can tell, this is incorrect. If I add my PHP files to the files build config files array and run ant minify, the CSS and JS are correctly updated during the build, but the formatting of my PHP files is left entirely untouched. And if I go into  and modify the .html to .php (as previously instructed in the docs) the files do compress," but PHP blocks are not left untouched. Anybody else experiencing this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,1,2011-07-16 22:24:08,103.43,,1,,"b""b' I dont think it ever worked. I have revered the change to the wiki page. Are you saying that the build script does not work as intended even with those instructions?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,closed,2011-07-17 00:07:34,103.43,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,reopened,2011-07-17 00:08:58,1.4,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,2,2011-07-16 22:24:08,4.67,,1,,b'b\' If you mean you don\\\'t think the  compression worked while also preserving PHP blocks, I can assure you that it did. I used it in a project about a week ago. The build script has apparently changed since then," with the ""preserve PHP"" option being pulled out of  and placed somewhere else (or not used at all?). But it did work.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,3,2011-07-16 22:24:08,9.45,,1,,"b""b' Well"," it still exists: url and a simple test seems to suggest it is preserved. I am unable to reproduce this issue. Did you use the latest build script that is on the master? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,4,2011-07-16 22:24:08,2.95,1,,,"b""b' Yeah", I might have to retract my previous statement. If definitely worked for my last project, but deploying the exact same rev. of the build script on a new project is having very mixed (weird) results," working on some files and mangling or deleting others.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,5,2011-07-16 22:24:08,12.75,,,1,"b""b' Can you isolate the markup changes that cause this result? That would be helpful! '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,6,2011-07-16 22:24:08,56.95,,1,,"b'b"" I\'m now receiving the following when performing during the htmlcompress block:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,7,2011-07-16 22:24:08,3.3,,1,,"b""b' I do not get this issue. Can you try with this []url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,8,2011-07-16 22:24:08,140.22,,1,,"b'b"" Thanks for helping. Tried your  and got the same error. I have no idea what\'s happening"," and unfortunately I don\'t understand how the html compression works enough to be any help in figuring it out. I\'ll keep looking and see if I can come up with anything.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,9,2011-07-16 22:24:08,29.47,,1,,b'b\' Okay, getting somewhere. If I comment out my loading of Modernizr, the build script no longer errors and everything seems to work as intended. I have been using PHP to to create the path to load Modernizr in a site that has been around for several months, and it has never caused problems with the build script, but I\\\'m pretty sure that is what is causing the problems now. Also," what exactly is the ""Intermediate"" directory that is created by the build script?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,10,2011-07-16 22:24:08,0.97,,1,,"b""b' Any way to tell the build script to completely ignore  in this context?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,11,2011-07-16 22:24:08,99.83,,1,,"b'b\' the ""Intermediate"" directory is used to faster the build time:1. only files have been modified since last build will be re-compressed2. files that are not modified (especially images which can take very long to re-compress) are stored in ""intermediate"" directory and copied to ""publish"" folder\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,12,2011-07-16 22:24:08,136.83,,,1,"b""b' Thanks @cmalven. I can reproduce this. Seems like HTMLCompressor does not like PHP tags within script files even though it accepts a preserve-php argument. Paging @robbyrice'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,13,2011-07-16 22:24:08,421.57,,1,,"b'b"" To clarify: The Build script errors on now as well as  . A previous version of had no problem with PHP in script tags"," as I\'d been using it that way for months. Don\'t know exactly when this became an issue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,14,2011-07-16 22:24:08,137.4,,1,,"b""b' Do you recall which version of the  was the previous one? It seems to me that there is something going on in the htmlcompressor which seems to have been updated in March. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,15,2011-07-16 22:24:08,2.27,,1,,"b'b"" Is there a docblock anywhere to help figure out what version of the boilerplate you\'re using?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,16,2011-07-16 22:24:08,39.48,,1,,"b'b"" Hey guys", I\'ve been taking a look at this and I\'ve got a couple of observations.1. If I recall correctly, the build script has never played well with php in script tags in my experience (never figured this out).2. In my experience the htmlcompressor worked exactly the same whether the preserve-php argument was present or not. When I\'ve helped people with the build script and php problems before the problem has almost always boiled down to the script tags.  I\'ll try and have something more constructive tomorrow," but this is what I\'ve got for the moment.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,17,2011-07-16 22:24:08,33.77,,,1,"b'b"" Here\'s what I\'ve got to offer: I launched a CodeIgniter-based site back in March", built heavily around the HTML5 Boilerplate of the time. Since then, I\'ve been using the H5BP Build script every time I update the site, and that entire time the site has made use of PHP within my script tags, in fact in every script tag throughout the site, to add the base URL of the site to the script path. Yesterday I decided to try updating my build script to the latest version, because it hadn\'t been updated since March. I immediately started getting the errors mentioned in this post. I can isolate the problems to the difference in the build script, because reverting my latest Git commit (consisting solely of replacing my old build files with the new ones and updating file paths) brings the build back to working perfectly again (using ant text at least). Attached is a [.zip of my previous build folder]url  (working) along with a [.zip of the new build folder (not working).]url  Thanks," everyone.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,18,2011-07-16 22:24:08,259.67,,1,,"b""b' @cmalven the htmlcompressor was updated on mar 30th"," I am guessing something changed then. htmlcompressor is not normally invoked which is why you see the effects only on ant text and ant minify. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,608,closed,19,2011-07-16 22:24:08,140.25,,1,,"b'b"" we were able to deduce its a bug in htmlcompressor. i updated to 1.4.1 but its still present there. we\'ve filed it upstream. url  I\'ll keep this ticket open until we get a new 1.4.2 from them. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
