REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,opened,2011-05-10 13:37:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,title,2011-05-10 13:37:13,00:00,,1,,"b""b' Ticket 105 Problem with saving habtm between different db-schemas '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,body,2011-05-10 13:37:13,00:00,,1,,b'b\' Hi," Please consider merging this branch.  It fixes the problem logged in [lighthouse ticket #105]url  The second commit is required to avoid the ""Unknown table \\\'foo\\\' in MULTI DELETE"" error as discussed in [this blog post]url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,1,2011-05-10 13:37:13,3.13,,1,,"b'b"" Forgot to mention that \'with\' key is required in the relationship declaration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,2,2011-05-10 13:37:13,114.37,,1,,"b""b' Tests? Also I would not assume that both tables can be accessed using the same connection. So you should call the insert on the datasource fro the other model.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,3,2011-05-10 13:37:13,643.43,,1,,"b'b"" Since the HABTM has defined \'with\' key", it would use the value from the join model. eg: For tests," i\'ll try to update existing and write new ones up. This broke a lot of tests since it compares: against  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,4,2011-05-10 13:37:13,143.8,,1,,"b'b"" Let me try to rework this.  I\'m closing this pull request for now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,closed,2011-05-11 04:41:57,904.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,reopened,2011-05-12 06:41:41,119.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,5,2011-05-10 13:37:13,129.97,,1,,"b'b"" @lorenzo", Can you comment on the additional commit @4f12dde53d5a2c8095c42984188081d663a2231d ? The deletions and insertions are now using the otherdb datasource. @211976fb3f29323a90fa8d698cd78076bcc3a700 introduces another parameter to fullTableName which may have bigger effect on the framework. I have adjusted test cases. At this point, all existing model and behavior tests passes. If you think this approach is sound, I\'ll add more tests for this use-case," rework the patch properly and remove the clumsy \'if\' conditions wherever possible.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,7,2013-10-31 15:10:19,64.07,,1,,"b'b"" I still think we should pull it out and leave it be for 3.x. We can deprecate it and then just tell people it won\'t be available in a 4.x release.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,8,2013-10-31 15:10:19,1.13,1,,,"b""b' I also realize this is more work not it! but I do believe people will be annoyed. We can remove the acl docs from the book and place them in the plugin :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,9,2013-10-31 15:10:19,4.1,,1,,"b'b"" who\'s going to do the plugin?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,10,2013-10-31 15:10:19,9.58,,1,,"b'b"" I\'ll buy you a sixpack if you do it?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,11,2013-10-31 15:10:19,0.42,,1,,"b""b' you cheap troll'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,12,2013-10-31 15:10:19,11.73,,1,,"b""b' 2 sixpacks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,13,2013-10-31 15:10:19,209.1,,1,,"b'b"" Pull out what? All of the DbAcl code does not work currently. I don\'t see how making a plugin of broken code is helping anyone.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,14,2013-10-31 15:10:19,110.6,,1,,"b""b' I meant to say that it:Should be fixed to work in 3.xShould be pulled out into a standalone plugin'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,15,2013-10-31 15:10:19,39.22,,1,,"b""b' Ok"," then lets leave this issue open and hopefully an ambitious soul will take that work on.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,16,2013-10-31 15:10:19,1170.97,,1,,"b""b' what generic replacement library will you recommend ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,17,2013-10-31 15:10:19,561.35,,1,,"b""b' Closing as []url  has been created for the Acl features in 3.x'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,closed,2014-05-30 02:48:07,591.55,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2256,closed,-,-,-,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,opened,2013-10-31 15:16:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,title,2013-10-31 15:16:35,00:00,,1,,"b""b' 3.0 Update TranslateBehavior to use new ORM'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,body,2013-10-31 15:16:35,00:00,,,1,"b'b"" Update the TranslateBehavior to use the new ORM API. I don\'t think at this time it would be a good idea to try and address the various issues with translate behavior. Having a version that does the same thing it did before but with the new ORM is a good first step before we try and change the way the code operates.Update the I18nModel to subclass ORM\\\\Table.Update the TranslateBehavior to use the new ORM and Query API.Update the tests for TranslateBehavior.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,1,2013-10-31 15:16:35,1194.17,,,1,"b""b' Good idea will be return translated data from relation models and working $model->hasField when field was translated and removed from Model.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,closed,2013-11-03 16:49:53,93.3,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,reopened,2013-11-03 16:53:10,3.28,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,2,2013-10-31 15:16:35,1408.1,,1,,"b'b"" I\'ll p\\xc3\\xb9t this on my tab", spent some time talking to @lorenzo about result set formatters and other chunks of code that need writing," which this will depend upon and also be a test bed (of sorts) for making sure they work.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,3,2013-10-31 15:16:35,574.75,,1,,"b""b' I will take care of this now'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,4,2013-10-31 15:16:35,37.15,,1,,"b""b' I was thinking this would make much more sense to have as a separate plugin. I needs to provide a Table an entity implementation and it is not something that will be used in 80% of the projects you do. Also it would allow us to iterate over the code base faster that the framework itself. What do you think?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,5,2013-10-31 15:16:35,3.62,,1,,"b""b' :+1: for moving it into separate plugin.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,6,2013-10-31 15:16:35,98.75,,1,,"b""b' :+1: for seperate plugin something like that could potentially be either a @friendsofcake project or cakephp project'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,7,2013-10-31 15:16:35,108.48,,,1,"b""b' I think a separate plugin is ok too. I think keeping it a cakephp project is fine"," much like debug kit.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,8,2013-10-31 15:16:35,19.12,,1,,"b""b' Perhaps [localized](/) repo.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,9,2013-10-31 15:16:35,740.0,,1,,"b""b' Closing as all the PRs relating to this issue has been merged'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,closed,2014-02-16 13:00:43,1207.55,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,10,2013-10-31 15:16:35,0.38,,1,,"b""b' I will take care of extracting it into a separate plugin at a later point'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2258,closed,-,-,-,0,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,opened,2013-10-31 19:05:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,title,2013-10-31 19:05:01,00:00,,1,,"b""b' Added configurable default value to Hash::get()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,body,2013-10-31 19:05:01,00:00,,1,,"b""b' For example: This would return from either or  "," or return if none of them exists.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,1,2013-10-31 19:05:01,7.0,,1,,"b""b' While I would not mind the extra param"," I think your example shows that it sometimes might be more readable to split this single line into two. And at that point one can probably also manually take care of the default value.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,2,2013-10-31 19:05:01,3.27,,,1,"b'b"" Well", I can agree with you that my example did not prove to be very readable. However, I\'ve used CakePHP so much now," that this is actually one of the features I really miss. Especially when isn\'t appropriate.  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,3,2013-10-31 19:05:01,2.27,,1,,"b""b' @dereuromark then the following example is useful:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,4,2013-10-31 19:05:01,46.18,,1,,"b""b' How about using the ternary operator (?:). This is why it was invented.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,5,2013-10-31 19:05:01,0.67,,,1,"b""b' @Phally Exactly :smile: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,6,2013-10-31 19:05:01,26.35,,1,,"b""b' Not always available.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,7,2013-10-31 19:05:01,0.2,,1,,"b""b' Also"," I still prefer setting a default for getters...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,8,2013-10-31 19:05:01,0.63,,1,,"b""b' @Phally You mean: This yields redundant code", and is the reason the short-ternary was added in PHP 5.4. But why force PHP 5.4," when the alternative is far more easier? This is the short ternary:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,9,2013-10-31 19:05:01,13.47,,1,,"b'b"" No", I didn\'t mean your first example... I meant indeed the second one. The ternary operator was introduced in PHP 5.3. I\'m not forcing anyone to use it. I just think this shouldn\'t be in the core. Following your reasoning it would mean things like Model::field() needs a parameter for a default value as well. Also this isn\'t 2009 (yes, it\'s 4 years ago since 5.3 was released)," so there is nothing wrong with using some 5.3 features in your application.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,10,2013-10-31 19:05:01,13.67,,1,,"b'b"" I agree"," but this is a question of writing a ternary operator 100 times or one.Isn\'t a framework supposed to do the bootstrapping for you? Testing is also reduced.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,11,2013-10-31 19:05:01,37.28,,,1,b'b\' @davidsteinsland Great work! I miss this feature too," even with ""short ternary"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,12,2013-10-31 19:05:01,43.03,,,1,"b""b' This needs tests"," and should target 2.5 not master as it is a new feature. It seems reasonable to have a fallback to me. It allows more interesting use cases compared to always getting null.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,13,2013-10-31 19:05:01,15.5,,1,,"b""b' Updated with new pull in the 2.5 branch"," with tests of both cases.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,14,2013-10-31 19:05:01,2.6,,,1,"b'b"" @davidsteinsland Testing isn\'t reduced", because you will still need to test whether you set the default value. So you will end up with exactly an equal amount of tests. @markstory I really don\'t see any benefits to this. Except for the above mentioned 5.2 support," but really?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,15,2013-10-31 19:05:01,3.78,,,1,b'b\' @Phally: You don\\\'t need to test the return value of the expression, as you can rely on the tests in  . Testing arguments is mandatory nevertheless. No," you probably don\\\'t see the benefit since it\\\'s a minor change. But a minor change can spawn a big discussion yet...The point is really the purpose of the function. It behaves exactly as: so why have it in the first place? It\\\'s common to have functions behave as ""Find this"," or return this instead"".\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,16,2013-10-31 19:05:01,16.22,,1,,"b""b' @Phally I can see it being as you save a small amount of typing. The ternary will not work when the result you getting is falsely.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,17,2013-10-31 19:05:01,1.9,,,1,"b'b"" @davidsteinsland If that\'s the purpose", then the if-statement as you showed it will perform a lot better without the Hash::get() wrapper. Also native PHP is easier to understand, especially for people that aren\'t that familiar with CakePHP. Hence I mentioned the ternary thing. It does exactly the same," with the benefit of having less overhead.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,18,2013-10-31 19:05:01,2.28,,,1,"b'b"" @Phally Native PHP is not easy to understand. :) But that\'s a separate discussion. url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,19,2013-10-31 19:05:01,10.23,,,1,"b'b"" @markstory I see your point about the false values"," but this PR won\'t solve that either. It does basically empty(false) which PHP thinks is true and will return the default value. P.S. forgive me for not using backticks. I can\'t find them on my phone.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,20,2013-10-31 19:05:01,3.55,,1,,"b""b' I thnk @markstory meant:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,21,2013-10-31 19:05:01,5.27,,1,,"b""b' Yeah that is what I meant as well"," you are right though... I wss'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,closed,2013-10-31 23:20:22,255.35,0,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,reopened,2013-10-31 23:20:47,0.42,0,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,22,2013-10-31 19:05:01,2.87,1,,,"b'b"" Bloody phone... Can\'t edit or delete my comment either. To finish my comment: You are right"," I was looking at lines 44/45 so got a bit confused.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,23,2013-10-31 19:05:01,139.73,,1,,"b""b' Closing in favor of #2263 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,closed,2013-11-01 01:42:58,142.18,1,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2262,closed,-,-,-,1,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,opened,2013-10-31 23:59:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,title,2013-10-31 23:59:58,00:00,,1,,"b""b' Adding @Event to the docblocks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,body,2013-10-31 23:59:58,00:00,,,1,"b'b"" I would like to propose to add to the doc blocks of the methods. Maybe or to make it more specific. can show a complete list of events with links to the methods can show events triggered by a method with a short description of the event in the doc block of a method Sure", you can do a search for CakeEvent through the core code but when it comes to SomeEvent extends CakeEvent in an app or plugin this wont work anymore without knowing the event class. Also having an overview with all core events and a short description would be nice," specially for people new to the framework. Also just by reading a doc block of a method you don\'t know it will trigger an event if the  programmer did not mention it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,1,2013-10-31 23:59:58,15.87,,1,,b'b\' +1On Oct 31, 2013 6:00 PM,"Florian Kr\\xc3\\xa4mer"" notifications@ wrote:\''
cakephp	2264	closed	2	dereuromark	2013-10-31 23:59:58	0.05		+1		b'b\' That does sound reasonable. Similar to exceptions and ""throws"," I would favor the verb ""triggers"" here", though.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,3,2013-10-31 23:59:58,47.87,,1,,"b""b' Does ApiGen support these doc block tags?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,4,2013-10-31 23:59:58,16.2,1,,,"b'b"" I don\'t know", should not be hard to add it if not? Just had another idea: If we would also add @listensTo Event1, Event2," Event3 we could even generate a list of methods that receive the event and show it next to the event. You won\'t figure that out without looking up some code.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,5,2013-10-31 23:59:58,9.73,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,6,2013-10-31 23:59:58,12.52,,1,,"b'b"" @burzum I don\'t know I\'ve never tried. Nor have I really read the source for apigen.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,7,2013-10-31 23:59:58,71.32,,1,,"b""b' If there are issues with ApiGen could we not also add a section to each method that fires events and describe the events that are fired?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,8,2013-10-31 23:59:58,822.65,,1,,b'b\' The idea has been discussed in some detail here: url  As the statement verb **@throws** is used for Exceptions, it seems logical to use a verb based annotation for events. Just @event is a bit ambiguous, event what? There was also this, proposed some time ago:url  And then there\\\'s ZF2 for example, which uses **@events**:url  Another option I see for the annotation is **@notifies**, which would be more consistent with observer patterns. In this case it\\\'s an  pattern (there also being , , etc). However," the general terminology used in CakePHP is ""trigger"" (even though ""fired"" and ""notify"" are also used):url url url  To me this seems legit", and makes sense without needing any additional background knowledge on the pattern used or implementation specifics. So, to take a real example from url  The only issue I see is where and how the arguments passed to the event are defined. Ideas?\'',,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,9,2013-10-31 23:59:58,440.42,,1,,"b""b' +1 James"," maybe just show exact CakeEvent params  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,10,2013-10-31 23:59:58,71.73,,1,,"b""b' Before we go too far down the road on deciding which to use"," someone should probably verify that arbitrary tags work with ApiGen.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,11,2013-10-31 23:59:58,43.15,,1,,"b'b"" ApiGen does have some kind of plugin system already url  but I couldn\'t find any documentation.This ticket #9 set for 3.0 milestone (current release is 2.8.0) sounds like related to subject.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,12,2013-10-31 23:59:58,6.08,,1,,"b'b"" We\'re currently using the 3.0-dev snapshot"," although I\'m not certain of the specific revision.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,closed,2013-11-03 16:49:53,1009.92,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,reopened,2013-11-03 16:57:02,7.15,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,13,2013-10-31 23:59:58,349.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,14,2013-10-31 23:59:58,594.97,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,15,2013-10-31 23:59:58,1241.02,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,16,2013-10-31 23:59:58,2.38,,,1,"b""b' Any of you +1ers maybe available for the task? :) Feel free to make a PR against 2.6 with the proposed changes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,17,2013-10-31 23:59:58,339.48,,1,,"b""b' @burzum would you be willing to make a pr for this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,18,2013-10-31 23:59:58,252.1,,1,,"b'b"" @dereuromark is this still needed? I know I\'d like it. If so"," besides docs what else would need to be updated?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,19,2013-10-31 23:59:58,13.32,,,1,"b""b' @guywarner Yes", that would sure be useful. The core files would need those doc blocks added," thats probably about all :) Would be awesome if you created such a PR.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,20,2013-10-31 23:59:58,13.58,,1,,"b'b"" Do we want to go with James\' example? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,21,2013-10-31 23:59:58,1370.95,,1,,"b""b' @dereuromark starting on this. After reading things and seeing how ZF2 does it", I rather like @stork suggestion of just the event and parameters. Seems better than just a comment.  Also," what branch should this be done on now? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,22,2013-10-31 23:59:58,170.82,,,1,"b""b' @guywarner Any 2.x branch is fine"," because this is a documentation change it can be done anytime.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,23,2013-10-31 23:59:58,0.25,,,1,"b""b' You can also do it for 3.x if that interests you more.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,24,2013-10-31 23:59:58,1098.28,,1,,"b'b"" I\'ll do it for 3.0", 2.6," 2.7""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,25,2013-10-31 23:59:58,103.3,,1,,"b""b' No need to do it for more than a single branch.We do merges from 2.5 to 2.6 and to 2.7 as well as to 3.0 at some point.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,26,2013-10-31 23:59:58,85.23,,1,,"b""b' Just did master and 3.0 since the change of  CakeEvent to Event '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,27,2013-10-31 23:59:58,104.2,,,1,"b""b' Closing as there are pull requests up now. Thanks @guywarner :metal:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,closed,2014-12-01 01:37:06,520.07,1,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,28,2013-10-31 23:59:58,38.48,,1,,"b""b' Amen to this :cake:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,29,2013-10-31 23:59:58,515.25,1,,,"b'b\' There are bad news related to ApiGen plugin system :( url ""Plugin system is not priority at the moment I would be probably of different logic.Closing for now.""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,30,2013-10-31 23:59:58,862.58,,1,,"b""b' @stork Not a problem it turns out that the API docs are generating correctly url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,31,2013-10-31 23:59:58,858.78,,1,,"b""b' @markstory yes"," but docs are still without 1st proposal-\\xc2\\xa0 can show a complete list of events with links to the methods'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2264,closed,-,-,-,2,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,opened,2013-11-01 10:31:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,title,2013-11-01 10:31:48,00:00,,1,,"b'b\' formatting ""App::uses()"" blocks\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,1,2013-11-01 10:31:48,120.0,,1,,"b""b' Your pull request cannot be automatically merged. You seem to have made changes using outdated master branch.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,closed,2013-11-03 16:49:53,378.08,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,reopened,2013-11-03 16:53:13,3.33,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,2,2013-11-01 10:31:48,398.72,,1,,"b""b' Closing as this cannot be merged right now. If the changes are updated and can be merged we can re-open.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,closed,2013-11-03 19:10:31,137.3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2265,closed,-,-,-,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,opened,2013-11-01 14:02:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,title,2013-11-01 14:02:22,00:00,,1,,"b""b' 3.0 Implement SQL Server adapter'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,body,2013-11-01 14:02:22,00:00,,,1,"b""b' Implementing this new adapter should be fairly trivial:Create Cake\\\\Database\\\\Drive\\\\SqlServer and make it extend \\\\Cake\\\\Database\\\\Driver and use the PDODriverTrait", implement the basic connection methodCreate a SqlServerDialectTrait and make the driver use it. The trait can implement the methods   and to alter the query object in any way required by the specific dialect. Since this one and Postgres both implement TSQL, then both dialects should look fairly similarCreate a SqlServerSchema class and implement the method required for schema introspection," copying the code from 2.x is a good option'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,1,2013-11-01 14:02:22,57.13,1,,,"b""b' We should only support pdo_sqlsrv with this. Mucking about with the freetds or odbc drivers is not a good plan of attack. pdo_sqlsrv is supported by microsoft and is well built.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,2,2013-11-01 14:02:22,14.37,,1,,"b""b' I agree with @markstory'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,3,2013-11-01 14:02:22,124.2,,1,,"b""b' @markstory Yep"," totally agree.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,closed,2013-11-03 16:49:53,167.52,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,reopened,2013-11-03 16:56:38,6.75,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,2266,closed,4,2013-11-01 14:02:22,898.18,,1,,"b""b' @jrbasso any news with this ticket?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
