REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,266,closed,3,2011-11-14 15:18:20,0.22,,1,,"b""b' Need to find a way to test proxies btw.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,266,closed,4,2011-11-14 15:18:20,2.05,,1,,"b""b' I use Charles url  .'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,266,closed,5,2011-11-14 15:18:20,0.7,,1,,"b""b' I meant in the testsuite.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,266,closed,6,2011-11-14 15:18:20,61.2,,,1,"b""b' v0.8.1 was just released"," which fixes this!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,266,closed,closed,2011-11-15 15:03:29,1424.42,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,266,closed,-,-,-,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,opened,2011-11-15 15:16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,title,2011-11-15 15:16:15,00:00,,1,,"b""b' fix subsequent redirect request method type'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,body,2011-11-15 15:16:15,00:00,,1,,"b'b"" E.g.", after a POST with a 302 response," we should do a GET. This is how all browsers do it for historical reasons. And some websites even don\'t work otherwise. See also: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,1,2011-11-15 15:16:15,270.72,,,1,"b'b"" 1. If elegance (among other things) means adhering to the spec then according to [10.3.3]url  of rfc2616 _If the 302 status code is received in response to a request other than GET or HEAD", the user agent MUST NOT automatically redirect the request unless it can be confirmed by the user," since this might change the conditions under which the request was issued._2. The url in your code is 129 chars long and putting it in one line is against pep8. You can omit question\'s title from the stackoverflow\'s url (as a bonus you are not dependent on question\'s title anymore) so in this case url  would work the same.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,2,2011-11-15 15:16:15,1433.05,,1,,"b""b' @piotr-dobrogost: exactly. That is exactly why was added \\xe2\\x80\\x94\\xc2\\xa0and is set to for POST requests. If the user explicitly sets it to  "," then the redirect will be followed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,3,2011-11-15 15:16:15,1051.5,,1,,"b""b' @kennethreitz: You mean  ? You should read [this piece]url  of the Google Chrome code: This is also how all other browsers are doing it. I think it makes more sense to follow that instead of doing it different than everybody else. Also", as said, some  even break otherwise because they expect this behavior. (They return 302 instead of a 303 because 303 was too less supported a while ago and browsers do the expected behavior on 302 anyway.) Also, it was reported [here]url  that Requests indeed did it that way a while ago," at least in 0.7.4. It just broke since 0.8.0.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,4,2011-11-15 15:16:15,152.85,,1,,"b""b' If it was working in an older version of requests"," that was a bug. Part of the hideousness that way building on top of urllib2 was not knowing exactly how the redirect handling worked. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,5,2011-11-15 15:16:15,0.3,,1,,"b""b' Only 303 responses should be treated this way. Please see url  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,closed,2011-11-26 15:46:33,30.3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,6,2011-11-15 15:16:15,8.97,,1,,"b'b"" If every major HTTP implementation has agreed to handle this not as in the specs"," Requests shouldn\'t be the only HTTP implementation which behaves different (and thus breaks for some services).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,reopened,2011-11-26 15:54:41,8.13,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,7,2011-11-15 15:16:15,1.28,,1,,"b'b"" Hmm. Alright"," let\'s see what cURL does.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,8,2011-11-15 15:16:15,149.95,1,,,"b'b"" Albert\'s question on Stackoverflow [HTTP: POST request receives a 302", should the redirect-request be a GET?]url  was [answered]url  by Julian Reschke who points to [ticket 160]url  of httbis working group. In [comment 29]url  of this ticket there\'s a link to [changeset 1428]url  which **allows POST->GET rewriting for 301/302**. In light of this I think Requests should follow current UAs\' behavior in regard to rewriting POST to GET for 301 and 302 status codes. This, according to section 7.3 of the [latest]url  (1428) draft of _, part 2: Message Semantics_," also means that redirect can be carried out **without** user intervention because GET method is idempotent.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,9,2011-11-15 15:16:15,1.35,,1,,"b'b"" Let\'s see what does.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,10,2011-11-15 15:16:15,956.68,,1,,"b""b' '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,11,2011-11-15 15:16:15,360.37,,1,,"b'b"" ### Proposal1. Non-safe methods still have default to  .2. A new config setting called will be set to by default.3. If is  ", a 301\'d will follow the browser behavior.4. If is  ," a 301\'d will follow the RFC behavior.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,12,2011-11-15 15:16:15,27.73,,1,,"b""b' What about defaulting to for non-safe methods?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,13,2011-11-15 15:16:15,312.07,1,,,"b""b' I think that should default to . In general I prefer software to do things the correct way", even if that correct way breaks when other people do things incorrectly. However I also prefer it when software that does do things the correct way gives me the flexibility to relax the restrictions in order to handle the case of someone else doing it wrong. In general I think that doing something that violates the  etc should require being explicitly allowed which will not only make the consumers of poorly written web sites reflect upon, and maybe find a better way of doing something within the specs," but can also be a trigger to the websites to fix their site to work within the RFC. Which the web as a whole is a much better place when places follow the standards.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,14,2011-11-15 15:16:15,10.12,,1,,b'b\' @dstufft: It\\\'s quite common to send 302 redirects after a successful POST. Perhaps you could argue that sites doing this are technically broken, but it\\\'s how many sites currently work. And it\\\'s how many popular frameworks, such as Django," suggest on handling successful POSTs. I\\\'m all for doing things ""the right way"". But I get the feeling that will be set to more often than not.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,15,2011-11-15 15:16:15,742.52,,1,,"b""b' The latest draft of new http specification (called httpbis) in section [7.3.3 302 Found]url  states So assuming it will obsolete current http spec (RFC 2616) the behavior with set to will be **conforming**.Having said this"," I think introducing is unnecessary as behavior that will be implemented is de facto standard and in the (hopefully near) future will be de jury standard.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,16,2011-11-15 15:16:15,1421.82,,,1,"b'b"" @piotr-dobrogost thanks for the research. That\'s compelling.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,17,2011-11-15 15:16:15,350.65,,1,,"b'b"" I\'ve been bitten by this for exactly the reasons @andymccurdy mentions"," that frameworks like Django give 302 redirects. Could we at least add a note in the docs on this?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,18,2011-11-15 15:16:15,657.2,,,1,"b""b' Fine"," lets do it. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,19,2011-11-15 15:16:15,27.38,,,1,"b""b' Thanks guys. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,closed,2012-03-31 03:32:47,698.1,2,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,269,closed,-,-,-,2,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,opened,2011-11-16 15:47:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,title,2011-11-16 15:47:52,00:00,,1,,"b""b' Session cookies break requests-oauth'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,body,2011-11-16 15:47:52,00:00,,,1,"b'b"" Hi", requests 0.8 breaks requests-oauth. See the related issue in requests-oauth:url  After debugging both together, I\'ve found out the culprit is this line:url  Cookies were not updated automatically in sessions before 0.8. If I add before sending the request, requests-oauth starts working again.  Not sure if this is a bug or you want me to set cookies to an empty dictionary in my hook.  Cheers,"Miguel""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,closed,2011-11-16 15:51:07,3.25,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,reopened,2011-11-16 15:51:15,0.13,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,1,2011-11-16 15:47:52,4.08,,1,,"b'b"" I don\'t see what the problem is"," but the requests behavior is intentional.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,2,2011-11-16 15:47:52,0.42,,1,,"b""b' How would cookies break your hook? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,3,2011-11-16 15:47:52,2.07,,1,,"b'b"" Me neither", but trust me, if I set them to an empty dict," tests start passing again. I thought you would have a clue about it. I\'m guessing Twitter OAuth API doesn\'t support cookies?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,4,2011-11-16 15:47:52,323.88,,1,,"b'b"" Poking at this with Charles"," so far the only difference I\'m seeing is the presence of cookies on the 2nd request. Gist: url  Trying out other libraries to see how they behave. Suspecting that this is a bug with Twitter\'s API.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,5,2011-11-16 15:47:52,53.92,,1,,"b""b' Definitely a bug with the Twitter API. Reported upstream: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,6,2011-11-16 15:47:52,600.93,,1,,"b""b' Rdio API fails with this version of requests'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,7,2011-11-16 15:47:52,99.88,,1,,"b'b"" My understanding was that Twitter supported specs 1.0 and 1.0a. I\'ve tried removing and and it breaks the same way. So it\'s not because passing those parameters with cookies at the same time.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,8,2011-11-16 15:47:52,1.18,,1,,"b'b"" I\'m trying to implement something simple to pass the OAuth bits in headers", and see if they like that more.  -I  On Thursday, November 17, 2011 at 11:53 AM," Miguel Araujo wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,9,2011-11-16 15:47:52,0.22,,1,,"b""b' Also as @juanriaza says", this is not an API specific thing," Rdio fails the same way and it was working before.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,10,2011-11-16 15:47:52,107.7,,,1,"b'b"" @idangazit I\'ve moved OAuth bits to headers", but OAuth isn\'t working for a simple Twitter status POST example, so I must be doing something wrong, but I cannot catch the error. Can you spot anything wrong here? I\'ve debugged it as much as possible. Even though I\'m not sure this will fix the cookies error, I think it\'s a good try. If you want to look at the code," I can put it in a branch. Miguel""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,11,2011-11-16 15:47:52,82.43,,,1,"b'b"" As this doesn\'t look any longer related to requests", but the problem seems to be in how OAuth API providers handle cookies. I\'ve disabled cookies in requests-oauth and I\'m closing both issues. Cheers,"Miguel""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,closed,2011-11-17 13:04:35,1273.33,0,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,272,closed,-,-,-,0,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,opened,2011-11-19 17:59:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,title,2011-11-19 17:59:54,00:00,,1,,"b""b' Cookies need to be CookieJar-backed again.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,1,2011-11-19 17:59:54,46.32,,1,,"b""b' Why?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,2,2011-11-19 17:59:54,0.67,,1,,"b'b"" k/v only doesn\'t account for same keys with different paths.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,3,2011-11-19 17:59:54,29.53,,1,,"b'b"" So you\'re gonna use []url  then?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,4,2011-11-19 17:59:54,0.45,,,1,"b'b"" We\'ll see :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,closed,2011-11-19 19:21:26,81.53,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,reopened,2011-11-19 19:21:30,0.07,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,closed,2011-11-27 16:06:26,1244.93,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
requests,281,closed,5,2011-11-19 17:59:54,1191.12,,,1,"b'b"" Why was this issue closed? I\'m having problems with exactly this at the moment. As it is requests can not handle cookies across multiple domains. There isn\'t really a good way to subclass Request or Response", so I ended up patching requests with a modified version of CookieJar that has a partial dict interface. It\'s not perfect, but at least I am able to take advantage of the many specifics that cookielib handles when deciding whether or not to send a cookie. The Cookie module (which you have patched in oreos), though cleaner than cookielib, contains none of that logic. I should note also that urllib3 appears to parse headers incorrectly. I had to dig down to the httplib and rfc822 level in order to get a properly parsed cookie header. If you think this would be useful," I should be able to share my changes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
