REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,
phpunit,663,closed,3,2012-09-24 03:28:53,743.43,,1,,"b""b' See #358 and #541'""",,,,,,,,,,,,,,,,,,,
phpunit,663,closed,4,2012-09-24 03:28:53,1376.47,,1,,"b""b' Fixed with merging #781'""",,,,,,,,,,,,,,,,,,,
phpunit,663,closed,closed,2013-01-26 15:40:43,731.83,1,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,663,closed,5,2012-09-24 03:28:53,1073.67,,1,,"b'b"" It\'s still reproducible in phpunit 3.7.21""'",,,,,,,,,,,,,,,,,,,
phpunit,663,closed,6,2012-09-24 03:28:53,522.28,,,1,"b""b' Thanks"," @zerkms. I just tested and can confirm this issue still exists.'""",,,,,,,,,,,,,,,,,,
phpunit,663,closed,reopened,2013-06-04 18:16:39,155.93,1,6,1,,,,,,,,,,,,,,,,,,,,
phpunit,663,closed,7,2012-09-24 03:28:53,741.47,,1,,"b""b' @zerkms The fix for this is in the 3.8 release as it required public API changes.'""",,,,,,,,,,,,,,,,,,,
phpunit,663,closed,closed,2013-06-06 06:38:07,741.47,1,7,1,,,,,,,,,,,,,,,,,,,,
phpunit,663,closed,-,-,-,1,7,1,,,,,,,,,,,,,,,,,,,,
phpunit,669,closed,opened,2012-09-25 12:05:12,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,669,closed,title,2012-09-25 12:05:12,00:00,,1,,"b""b' Shortening arrays"," objects and strings in console output'""",,,,,,,,,,,,,,,,,,
phpunit,669,closed,body,2012-09-25 12:05:12,00:00,1,,,"b""b' PHPUnit started to shorten arrays", objects and even longer strings in console output. It leads to something like this: This message is absolutely useless. Is is possible to, at least," add some configuration option to turn this off?'""",,,,,,,,,,,,,,,,
phpunit,669,closed,1,2012-09-25 12:05:12,157.63,,1,,"b""b' When did that change and do you have a reproduce case?'""",,,,,,,,,,,,,,,,,,,
phpunit,669,closed,2,2012-09-25 12:05:12,47.6,,1,,"b'b"" No feedback and can\'t reproduce. cat   Feel free to come back with a reproduce case where the diff is useless :)""'",,,,,,,,,,,,,,,,,,,
phpunit,669,closed,closed,2012-09-30 15:30:26,205.23,1,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,669,closed,3,2012-09-25 12:05:12,52.63,,1,,"b'b"" I\'m coming across (what I think is) a similar problem. The problem is triggered by there being extra or missing nested arrays in the  results: cat  phpunit ""'",,,,,,,,,,,,,,,,,,,
phpunit,669,closed,4,2012-09-25 12:05:12,3.33,,1,,"b""b' Sounds like the -directive?'""",,,,,,,,,,,,,,,,,,,
phpunit,669,closed,5,2012-09-25 12:05:12,12.48,1,,,"b""b' This is what I thought originally too", but that is turned off in my config. It seems that this is actually produced by PHPUnit_Util_Type::shortenedExport(). The Array comparator uses shortenedExport when exporting missing or remaining array keys. Obviously this is useful in the case of deeply-nested arrays (or indeed ones with circular references) to avoid huge dumps of data," but it can make the output fairly useless sometimes as well. Perhaps it would be useful to have a configuration option to allow one to specify the depth to which shortenedExport will go before truncating the output?'""",,,,,,,,,,,,,,,,,
phpunit,669,closed,6,2012-09-25 12:05:12,25.23,,,1,b'b\' As a matter of fact, I finally realized, that this is correct output, but there are troubles with understanding it. Because of readability," phpunit is trying to show errors on the meaningful ""level of interest"" (in case of arrays). So in case of testEquality", log is trying to say, that you have additional array in yout result. It is not neccessary to know the values of that array (even though it would be useful some times) because they are on the lower level of interest. Just add second empty array to the expectation part of the assert, the level of interest will change and you will see expected diff. In the case of testEquality2, you are missing whole array in the result. The level of interest is inside the first array. If you add empty array as the second array in result part of the assert, you will change the level of interest and you will see expected diff. Is it at least somehow understandable? :-)\'',,,,,,,,,,
phpunit,669,closed,7,2012-09-25 12:05:12,57.42,,,1,"b'b\' I guess my point is that the ""level of interest"" can be different depending on the use case. The issue is that (e.g. in testEquality) I\\\'m expecting an array containing one array"," but I in fact have an array containing two arrays. It would be extremely useful for me to know what this second array is when I\\\'m trying to track down the cause of the problem. To give this a concrete use case in my case each sub-array in the result is a row of data returned from a database object. I should only have 1 row (so I have 1 row in my ""expected"" array)"," but the database is returning 2 (hence two  entries in my ""actual"" array). To track down why I have an extra row of data", it would help to know what that extra row of data _is_. I guess, as a workaround, I could modify my  arrays before asserting them to ensure they have the same number of rows (inserting empty rows where possible), but that seems a bit hacky to me.\'',,,,,,,,,,,,,
phpunit,669,closed,reopened,2013-01-12 01:30:12,599.77,2,5,2,,,,,,,,,,,,,,,,,,,,
phpunit,669,closed,8,2012-09-25 12:05:12,679.62,,1,,"b'b"" +1 To answer edorian\'s question at the top of this thread", PHPUnit 3.4 definitely would output the whole array (for better or for worse); possibly 3.6 too, but I no longer have a 3.6 to test with. I\'d love to be able to customize this: I would prefer failing unit tests to err on the side of too noisy than too quiet, but appreciate this might be personal preference. The workaround is to change into  , but that violates the DRY principle. E.g. when I\'m not simply testing  ," but  ""'",,,,,,,,,,,,,,
phpunit,669,closed,9,2012-09-25 12:05:12,599.62,1,,,"b'b"" It\'s insane that this issue is still open after almost two years. To recover sane behavior"," see url ""'",,,,,,,,,,,,,,,,,,
phpunit,669,closed,10,2012-09-25 12:05:12,46.83,1,,,"b'b"" @jameshfisher:1. Your stackoverflow post shows the intended behavior. At one time", PHPUnit dumped the entire data structure and gave a diff. This had issues, however, with large recursive data structures and would often crash PHPUnit (see #773). The new solution shows you the exact site where the difference occurs. It\'s obviously not a perfect solution, but it\'s a much better solution than we had previously.2. The stackoverflow response is totally inaccurate. The behavior has nothing to do with Xdebug, serializing," or  . Nothing inside our equality constraint calls  .3. This particular issue on Github is not the same as what you\'ve posted on stackoverflow. This issue describes an edge case where the context is completely unclear. It\'s still open because it\'s hard to solve and seldom reported.""'",,,,,,,,,,,,,
phpunit,669,closed,11,2012-09-25 12:05:12,730.1,1,,,"b'b"" Dear contributor", let me start by apologizing for not commenting  working on the issue you have reported or merging the pull request you have sent sooner. PHPUnit 5.0 was released today. And today I am closing all open bug reports and pull requests for PHPUnit and its dependencies that I maintain. Please do not interpret the closing of this ticket as an insult or a lack of interest in your problem. I am sorry for any inconvenience this may cause. If the topic of this ticket is still relevant then please open a new ticket or send a new pull request. If your ticket or pull request is about a defect then please check whether the issue still exists in PHPUnit 4.8 (which will received bug fixes until August 2016). If your ticket or pull request is about a new feature then please port your patch PHPUnit 5.0 before sending a new pull request. I hope that today\'s extreme backlog grooming will allow me to respond to bug reports and pull requests in a more timely manner in the future. Thank you for your understanding,"Sebastian""'",,,,,,,,,,,,,,,,,
phpunit,669,closed,closed,2015-10-02 04:17:42,167.5,5,6,2,,,,,,,,,,,,,,,,,,,,
phpunit,669,closed,-,-,-,5,6,2,,,,,,,,,,,,,,,,,,,,
phpunit,674,closed,opened,2012-09-29 22:17:19,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,674,closed,title,2012-09-29 22:17:19,00:00,,1,,"b""b' $this->at($index); bug?'""",,,,,,,,,,,,,,,,,,,
phpunit,674,closed,body,2012-09-29 22:17:19,00:00,1,,,"b'b\' I\\\'m fairly sure this does not work as intended.  Consider this: With a test that does: This works exactly as . ""Returns a matcher that matches when the method it is evaluated for is invoked at the given $index."" However"," if another method is called on the mock. For instance: The test now fails with an unhelpful error ""Mocked method does not exist"". It does exist and it works perfectly until the call to $mock->test().  Either the documentation needs to be updated to say that $index is the running count of the total number of methods called on the mock or the code needs updating to count on a per method basis. As it stands"," the test will fail based on implementation changes to the code being tested in which it shouldn\\\'t fail the test. I don\\\'t see why my second test should fail. It\\\'s still being called with the right parameters in the correct order. The fact that $mock->test() has been called is irrelevant. As a bare minimum the returned error ""mocked method does not exist"" needs to be updated. It\\\'s both incorrect and misleading. \''",,,,,,,,,,,,,,,,,
phpunit,674,closed,closed,2012-09-29 22:20:33,3.23,1,1,0,,,,,,,,,,,,,,,,,,,,
phpunit,674,closed,reopened,2012-09-29 22:20:36,0.05,1,1,0,,,,,,,,,,,,,,,,,,,,
phpunit,674,closed,1,2012-09-29 22:17:19,45.87,,1,,"b""b' This is a working fix. In PHPUnit_Framework_MockObject_Matcher_InvokedAtIndex  '""",,,,,,,,,,,,,,,,,,,
phpunit,674,closed,2,2012-09-29 22:17:19,730.5,1,,,"b'b"" Hi", thanks for the report. This has been discussed various times and there should be a couple of closed bugs with longer discussions here and on mock-object.Yeah, surely the wording on url  could be improved or a note could be added. I\'m open to suggestions. The issue with the current matcher is that there is no way at all for us to change it\'s behavior. Applying the fix you\'re suggesting (count per method and not on the class) breaks every test suite of every major php framework. There is no question that the matcher is ugly. The docs should maybe discourage it\'s usage more than they do and suggest alternatives ( url  ) but I hope it\'s clear that we can\'t just change it. If anything we could add another matcher that works on a per method basis. I\'m not sure if thats worth it," it surely would make certain scenarios easier to test and since the order of calls is sometimes important it might be worth considering it. If order of all method calls really matters and should be tested (thats what was for initially iirc (and to work around the fact that back then there where no alternatives for multi-method-calls)) still would have to be used. ""'",,,,,,,,,,,,,,,,
phpunit,674,closed,3,2012-09-29 22:17:19,6.85,,1,,"b'b\' For the doc part I\\\'ve opened: -documentation#73 and for the rest all i can say in the end ""Sorry. It was designed that way"," it\\\'s not nice but we can\\\'t change it now due to BC"". Hope thats fine with you and if you have a  for another matcher feel free to add it :)\''",,,,,,,,,,,,,,,,,,
phpunit,674,closed,closed,2012-09-30 11:20:32,779.93,2,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,674,closed,4,2012-09-29 22:17:19,95.85,,1,,"b'b"" That\'s understandable but as I understand it", there\'s no way to test whether a method has been called multiple times without using at() unless the method returns a value. Using exactly() requires that the method is called with the same parameters. Essentially I want to test that a method has been called multiple times with specific parameters. (e.g. in my example," a 1 then a 2. The order doesn\'t actually matter) Either the documentation doesn\'t make it clear how this can be achieved or I can find no way to do it.""'",,,,,,,,,,,,,,,,,
phpunit,674,closed,5,2012-09-29 22:17:19,238.48,,,1,"b'b"" After looking into it further", I believe the best way to achieve this would be to add a logicalEach() or However, it passes if foo is called with twice, which isn\'t what I want to test. I had a very quick try at implementing this:  Which, in theory, should work. However I don\'t know enough about the internals of PHPUnit to know how it works. In this example above with a call to _$mock->foo(1);_ then _$mock->foo(2);_, PHPUnit_Framework_Constraint_Each::evaluate() is called five times. Twice with and three times with Firstly: Do you think the addition of logicalEach() or something with a more appropriate name is the right approach? ->at() isn\'t ideal in a lot of cases because it exposes implementation details to the test.  Secondly: If so," why is evaluate called five times? I was expecting to see it called twice. Once for each call to _$mock->foo()_ Thanks for your time! ""'",,,,,,,,,,,,
phpunit,674,closed,6,2012-09-29 22:17:19,346.05,,,1,"b'b\' Oh. Quite nice idea!  I was thinking about something like but your idea is really nice too :) Your implementation doesn\\\'t depend on the order of arguments but just makes sure each one would get passed once. Maybe another  could also be to match the return but sounds very nice and short indeed. I\\\'m just not sure if ""pick any of those but just once"" is specific enough (when it comes to multiple method parameters there might be strange results?). For the implementation part: I\\\'m not fluent in the mock object lib myself but I\\\'ve tried it myself and i also get 5 calls to the object. No immediate clue why though and digging through the backtraces and figuring out the code and how it\\\'s resolved will take some time. In general i like your proposal even so I\\\'m not sure if: should match  or rather just strictly  \''",,,,,,,,,,,,,,,,,,,
